course_id,course_code,course_title,is_required,priority,enrollment,required_board,needs_projector,needs_lab,credits,timeslot_id,room_id,course_tags
C070,MATH 124-D02,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_210,service;calculus
C071,MATH 124-E02,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_220,service;calculus
C072,MATH 124-F02,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_210,service;calculus
C073,MATH 125-A02,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_TTH_1000_1120,R_GUG_220,service;calculus
C074,MATH 125-B02,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_0830_0920,R_KNE_220,service;calculus
C075,MATH 125-C02,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1330_1420,R_KNE_220,service;calculus
C076,MATH 126-A02,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MW_1000_1120,R_GUG_220,service;calculus;geometry
C077,MATH 126-B02,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus;geometry
C078,MATH 126-C02,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus;geometry
C079,MATH 126-D02,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1130_1220,R_SMI_120,service;calculus;geometry
C080,MATH 134-A02,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_0830_0920,R_MGH_389,calculus;honors;linear_algebra
C081,MATH 200-A02,Discrete Mathematics I,0,2,300,any,1,0,5,T_TTH_1300_1420,R_KNE_210,combinatorics;probability;number_theory
C082,MATH 207-A02,Introduction to Differential Equations,1,10,230,any,1,0,4,T_TTH_1430_1550,R_KNE_220,differential_equations;applied_math
C083,MATH 207-C02,Introduction to Differential Equations,1,10,220,any,1,0,4,T_MW_1000_1120,R_KNE_210,differential_equations;applied_math
C084,MATH 207-D02,Introduction to Differential Equations,1,10,50,any,0,0,4,T_TTH_1130_1250,R_SMI_102,differential_equations;applied_math
C085,MATH 208-A02,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1030_1120,R_KNE_210,linear_algebra;applied_math
C086,MATH 208-B02,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1330_1420,R_KNE_210,linear_algebra;applied_math
C087,MATH 209-A02,Linear Analysis,0,2,50,any,0,0,4,T_MWF_1030_1120,R_MGH_389,differential_equations;pde;analysis
C088,MATH 224-A02,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_MWF_1530_1620,R_KNE_210,calculus;geometry;analysis
C089,MATH 224-B02,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_MWF_1330_1420,R_MUE_153,calculus;geometry;analysis
C090,MATH 300-A02,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_TTH_1300_1420,R_OTB_014,proofs;number_theory;combinatorics
C091,MATH 300-B02,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_TTH_0830_0950,R_SMI_102,proofs;number_theory;combinatorics
C092,MATH 327-A02,Introductory Real Analysis I,1,10,75,any,0,0,4,T_MWF_0930_1020,R_SMI_102,analysis;real_analysis
C093,MATH 334-A02,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_MWF_0930_1020,R_SMI_102,analysis;pde;complex_analysis
C094,MATH 342-A02,Art of Problem Solving,0,2,25,any,0,0,4,T_MWF_0930_1020,R_PDL_C401,combinatorics;number_theory;geometry;probability
C095,MATH 381-A02,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_TTH_1130_1250,R_SMI_102,combinatorics;graph_theory;optimization
C096,MATH 394-A02,Probability I,1,10,170,any,1,0,4,T_TTH_0830_0950,R_GUG_220,probability;statistics
C097,MATH 398-B02,Special Topics: WDRP,0,2,15,any,0,0,2,T_MWF_1230_1320,R_LOW_113,general_math;seminar
C098,MATH 402-A02,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_F_1530_1720,R_OTB_014,algebra;number_theory
C099,MATH 407-A02,Linear Optimization,1,10,150,any,1,0,4,T_TTH_1300_1420,R_SAV_260,optimization;linear_algebra
C100,MATH 424-A02,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_MWF_1430_1520,R_MGH_389,analysis;real_analysis
C101,MATH 427-A02,Complex Analysis,0,2,50,any,0,0,4,T_MWF_1030_1120,R_LOW_206,complex_analysis;analysis
C102,MATH 441-A02,Topology,0,2,90,any,1,0,4,T_MWF_0930_1020,R_OTB_014,topology;geometry
C103,MATH 444-A02,Geometries I,0,2,50,any,0,0,4,T_TTH_1300_1420,R_MUE_153,geometry;education
C104,MATH 461-A02,Combinatorial Theory I,0,2,80,any,1,0,4,T_TTH_1130_1250,R_OTB_014,combinatorics;graph_theory
C105,MATH 491-A02,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_MWF_1030_1120,R_MEB_248,probability;stochastic_processes
C106,MATH 504-A02,Modern Algebra,0,2,35,any,0,0,5,T_F_1530_1720,R_PDL_C038,algebra;algebraic_geometry
C107,MATH 507-A02,Algebraic Structures,0,2,25,any,0,0,3,T_TTH_1130_1250,R_PDL_C038,algebra;representation_theory
C108,MATH 514-A02,Network Optimization,0,2,20,any,0,0,3,T_MW_1000_1120,R_LOW_113,optimization;combinatorics;graph_theory
C109,MATH 521-A02,Advanced Probability,0,2,15,any,0,0,3,T_F_1530_1720,R_LOW_113,probability;analysis
C110,MATH 526-A02,Real Analysis,0,2,20,any,0,0,5,T_MW_1430_1550,R_PDL_C038,analysis;real_analysis
C111,MATH 534-A02,Complex Analysis,0,2,25,any,0,0,5,T_TTH_0830_0950,R_LOW_206,complex_analysis;analysis
C112,MATH 544-A02,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_TTH_1600_1720,R_PDL_C038,topology;geometry
C113,MATH 547-A02,Geometric Structures,0,2,25,any,0,0,3,T_TTH_1000_1120,R_PDL_C038,geometry;differential_geometry
C114,MATH 550-D02,Seminar in Geometry,0,2,20,any,0,0,3,T_MWF_1330_1420,R_LOW_113,geometry;seminar
C115,MATH 580-B02,Departmental Colloquium,0,2,60,any,0,0,2,T_F_1530_1720,R_MGH_389,general_math;seminar
C116,MATH 581-C02,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_F_1530_1720,R_LOW_206,pde;inverse_problems
C117,MATH 584-A02,Numerical Linear Algebra,0,2,25,any,0,0,5,T_MW_1430_1550,R_MEB_248,numerical_analysis;linear_algebra
C118,MATH 590-A02,Seminar in Probability,0,2,40,any,0,0,3,T_TTH_1000_1120,R_LOW_206,probability;seminar
C119,MATH 102-A03,Algebra,0,2,40,any,0,0,5,T_W_1500_1650,R_MEB_248,service;algebra;precalculus
C120,MATH 103-A03,Introduction to Elementary Functions,0,2,40,any,0,0,5,T_MWF_1430_1520,R_MEB_248,service;precalculus
C121,MATH 111-A03,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;algebra;applications
C122,MATH 111-B03,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1030_1120,R_SMI_120,service;algebra;applications
C123,MATH 112-A03,Business and Economic Calculus,0,2,90,any,1,0,5,T_MWF_1430_1520,R_OTB_014,service;calculus;optimization
C124,MATH 120-A03,Precalculus,1,10,240,any,1,0,5,T_TTH_1130_1250,R_KNE_220,service;precalculus;calculus
C125,MATH 120-B03,Precalculus,1,10,240,any,1,0,5,T_F_1530_1720,R_KNE_220,service;precalculus;calculus
C126,MATH 124-A03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1030_1120,R_GUG_220,service;calculus
C127,MATH 124-B03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1530_1620,R_SMI_120,service;calculus
C128,MATH 124-C03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1030_1120,R_KNE_220,service;calculus
C129,MATH 124-D03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1330_1420,R_GUG_220,service;calculus
C130,MATH 124-E03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_TTH_1130_1250,R_SMI_120,service;calculus
C131,MATH 124-F03,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0830_0920,R_GUG_220,service;calculus
C132,MATH 125-A03,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_0830_0920,R_SMI_120,service;calculus
C133,MATH 125-B03,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_220,service;calculus
C134,MATH 125-C03,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1530_1620,R_KNE_210,service;calculus
C135,MATH 126-A03,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_SMI_120,service;calculus;geometry
C136,MATH 126-B03,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus;geometry
C137,MATH 126-C03,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1130_1220,R_SMI_120,service;calculus;geometry
C138,MATH 126-D03,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MW_1000_1120,R_GUG_220,service;calculus;geometry
C139,MATH 134-A03,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_1130_1220,R_MEB_248,calculus;honors;linear_algebra
C140,MATH 200-A03,Discrete Mathematics I,0,2,300,any,1,0,5,T_MWF_1130_1220,R_KNE_210,combinatorics;probability;number_theory
C141,MATH 207-A03,Introduction to Differential Equations,1,10,230,any,1,0,4,T_MWF_1530_1620,R_KNE_210,differential_equations;applied_math
C142,MATH 207-C03,Introduction to Differential Equations,1,10,220,any,1,0,4,T_MW_1430_1550,R_SMI_120,differential_equations;applied_math
C143,MATH 207-D03,Introduction to Differential Equations,1,10,50,any,0,0,4,T_MWF_1130_1220,R_LOW_206,differential_equations;applied_math
C144,MATH 208-A03,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1530_1620,R_KNE_210,linear_algebra;applied_math
C145,MATH 208-B03,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_TTH_1300_1420,R_KNE_210,linear_algebra;applied_math
C146,MATH 209-A03,Linear Analysis,0,2,50,any,0,0,4,T_TTH_1000_1120,R_MUE_153,differential_equations;pde;analysis
C147,MATH 224-A03,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_MWF_1430_1520,R_KNE_210,calculus;geometry;analysis
C148,MATH 224-B03,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_MW_1000_1120,R_SMI_102,calculus;geometry;analysis
C149,MATH 300-A03,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_TTH_1000_1120,R_MUE_153,proofs;number_theory;combinatorics
C150,MATH 300-B03,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_TTH_1300_1420,R_OTB_014,proofs;number_theory;combinatorics
C151,MATH 327-A03,Introductory Real Analysis I,1,10,75,any,0,0,4,T_MWF_1130_1220,R_MUE_153,analysis;real_analysis
C152,MATH 334-A03,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_MW_1000_1120,R_SMI_102,analysis;pde;complex_analysis
C153,MATH 342-A03,Art of Problem Solving,0,2,25,any,0,0,4,T_MWF_1230_1320,R_LOW_206,combinatorics;number_theory;geometry;probability
C154,MATH 381-A03,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_TTH_1130_1250,R_OTB_014,combinatorics;graph_theory;optimization
C155,MATH 394-A03,Probability I,1,10,170,any,1,0,4,T_TTH_1300_1420,R_GUG_220,probability;statistics
C156,MATH 398-B03,Special Topics: WDRP,0,2,15,any,0,0,2,T_F_1530_1720,R_PDL_C401,general_math;seminar
C157,MATH 402-A03,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_MWF_1430_1520,R_SAV_260,algebra;number_theory
C158,MATH 407-A03,Linear Optimization,1,10,150,any,1,0,4,T_MWF_0830_0920,R_KNE_210,optimization;linear_algebra
C159,MATH 424-A03,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_TTH_1430_1550,R_MGH_389,analysis;real_analysis
C160,MATH 427-A03,Complex Analysis,0,2,50,any,0,0,4,T_MWF_0930_1020,R_MGH_389,complex_analysis;analysis
C161,MATH 441-A03,Topology,0,2,90,any,1,0,4,T_MWF_1130_1220,R_AND_205,topology;geometry
C162,MATH 444-A03,Geometries I,0,2,50,any,0,0,4,T_MWF_1130_1220,R_MUE_153,geometry;education
C163,MATH 461-A03,Combinatorial Theory I,0,2,80,any,1,0,4,T_MWF_1230_1320,R_OTB_014,combinatorics;graph_theory
C164,MATH 491-A03,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_TTH_1130_1250,R_SMI_102,probability;stochastic_processes
C165,MATH 504-A03,Modern Algebra,0,2,35,any,0,0,5,T_TTH_1300_1420,R_LOW_206,algebra;algebraic_geometry
C166,MATH 507-A03,Algebraic Structures,0,2,25,any,0,0,3,T_TTH_1300_1420,R_LOW_206,algebra;representation_theory
C167,MATH 514-A03,Network Optimization,0,2,20,any,0,0,3,T_TTH_1600_1720,R_PDL_C038,optimization;combinatorics;graph_theory
C168,MATH 521-A03,Advanced Probability,0,2,15,any,0,0,3,T_W_1500_1650,R_MEB_248,probability;analysis
C169,MATH 526-A03,Real Analysis,0,2,20,any,0,0,5,T_TTH_1300_1420,R_MEB_248,analysis;real_analysis
C170,MATH 534-A03,Complex Analysis,0,2,25,any,0,0,5,T_TTH_1600_1720,R_PDL_C401,complex_analysis;analysis
C171,MATH 544-A03,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_TTH_0830_0950,R_LOW_206,topology;geometry
C172,MATH 547-A03,Geometric Structures,0,2,25,any,0,0,3,T_TTH_1600_1720,R_PDL_C038,geometry;differential_geometry
C173,MATH 550-D03,Seminar in Geometry,0,2,20,any,0,0,3,T_TTH_1000_1120,R_PDL_C038,geometry;seminar
C174,MATH 580-B03,Departmental Colloquium,0,2,60,any,0,0,2,T_MWF_1330_1420,R_MUE_153,general_math;seminar
C175,MATH 581-C03,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_MWF_1330_1420,R_PDL_C401,pde;inverse_problems
C176,MATH 584-A03,Numerical Linear Algebra,0,2,25,any,0,0,5,T_TTH_1600_1720,R_LOW_206,numerical_analysis;linear_algebra
C177,MATH 590-A03,Seminar in Probability,0,2,40,any,0,0,3,T_W_1500_1650,R_MGH_389,probability;seminar
C178,MATH 102-A04,Algebra,0,2,40,any,0,0,5,T_MWF_1030_1120,R_SMI_102,service;algebra;precalculus
C179,MATH 103-A04,Introduction to Elementary Functions,0,2,40,any,0,0,5,T_MWF_1130_1220,R_SMI_102,service;precalculus
C180,MATH 111-A04,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_220,service;algebra;applications
C181,MATH 111-B04,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1030_1120,R_KNE_210,service;algebra;applications
C182,MATH 112-A04,Business and Economic Calculus,0,2,90,any,1,0,5,T_MWF_1230_1320,R_MUE_153,service;calculus;optimization
C183,MATH 120-A04,Precalculus,1,10,240,any,1,0,5,T_MW_1430_1550,R_GUG_220,service;precalculus;calculus
C184,MATH 120-B04,Precalculus,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_210,service;precalculus;calculus
C185,MATH 124-A04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_220,service;calculus
C186,MATH 124-B04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0930_1020,R_SMI_120,service;calculus
C187,MATH 124-C04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_220,service;calculus
C188,MATH 124-D04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1030_1120,R_KNE_220,service;calculus
C189,MATH 124-E04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus
C190,MATH 124-F04,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1030_1120,R_KNE_210,service;calculus
C191,MATH 125-A04,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus
C192,MATH 125-B04,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1530_1620,R_GUG_220,service;calculus
C193,MATH 125-C04,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1430_1520,R_GUG_220,service;calculus
C194,MATH 126-A04,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1430_1520,R_SMI_120,service;calculus;geometry
C195,MATH 126-B04,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0930_1020,R_SMI_120,service;calculus;geometry
C196,MATH 126-C04,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_220,service;calculus;geometry
C197,MATH 126-D04,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_210,service;calculus;geometry
C198,MATH 134-A04,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_1030_1120,R_MEB_248,calculus;honors;linear_algebra
C199,MATH 200-A04,Discrete Mathematics I,0,2,300,any,1,0,5,T_MWF_1130_1220,R_KNE_210,combinatorics;probability;number_theory
C200,MATH 207-A04,Introduction to Differential Equations,1,10,230,any,1,0,4,T_MW_1000_1120,R_SMI_120,differential_equations;applied_math
C201,MATH 207-C04,Introduction to Differential Equations,1,10,220,any,1,0,4,T_TTH_0830_0950,R_KNE_210,differential_equations;applied_math
C202,MATH 207-D04,Introduction to Differential Equations,1,10,50,any,0,0,4,T_MWF_1030_1120,R_MUE_153,differential_equations;applied_math
C203,MATH 208-A04,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1030_1120,R_KNE_210,linear_algebra;applied_math
C204,MATH 208-B04,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_TTH_1300_1420,R_KNE_210,linear_algebra;applied_math
C205,MATH 209-A04,Linear Analysis,0,2,50,any,0,0,4,T_TTH_1300_1420,R_MUE_153,differential_equations;pde;analysis
