professor_id,timeslot_id,available,time_pref_score
P009,T_MWF_1530_1620,1,4
P009,T_TTH_0830_0950,1,2
P009,T_TTH_1000_1120,1,4
P009,T_TTH_1130_1250,1,3
P009,T_TTH_1300_1420,1,4
P009,T_TTH_1430_1550,1,5
P009,T_TTH_1600_1720,1,3
P009,T_MW_1000_1120,1,3
P009,T_MW_1430_1550,1,4
P009,T_F_1530_1720,1,2
P009,T_W_1500_1650,1,4
P010,T_MWF_0830_0920,1,5
P010,T_MWF_0930_1020,1,5
P010,T_MWF_1030_1120,1,5
P010,T_MWF_1130_1220,1,3
P010,T_MWF_1230_1320,1,5
P010,T_MWF_1330_1420,1,3
P010,T_MWF_1430_1520,1,3
P010,T_MWF_1530_1620,1,3
P010,T_TTH_0830_0950,1,5
P010,T_TTH_1000_1120,1,4
P010,T_TTH_1130_1250,1,3
P010,T_TTH_1300_1420,1,2
P010,T_TTH_1430_1550,1,3
P010,T_TTH_1600_1720,1,1
P010,T_MW_1000_1120,1,3
P010,T_MW_1430_1550,1,1
P010,T_F_1530_1720,1,1
P010,T_W_1500_1650,1,1
P011,T_MWF_0830_0920,1,3
P011,T_MWF_0930_1020,1,3
P011,T_MWF_1030_1120,1,5
P011,T_MWF_1130_1220,1,3
P011,T_MWF_1230_1320,1,3
P011,T_MWF_1330_1420,1,5
P011,T_MWF_1430_1520,1,5
P011,T_MWF_1530_1620,1,5
P011,T_TTH_0830_0950,1,1
P011,T_TTH_1000_1120,1,4
P011,T_TTH_1130_1250,1,5
P011,T_TTH_1300_1420,1,5
P011,T_TTH_1430_1550,1,5
P011,T_TTH_1600_1720,1,2
P011,T_MW_1000_1120,1,5
P011,T_MW_1430_1550,1,4
P011,T_F_1530_1720,1,2
P011,T_W_1500_1650,1,4
P012,T_MWF_0830_0920,1,3
P012,T_MWF_0930_1020,1,2
P012,T_MWF_1030_1120,1,4
P012,T_MWF_1130_1220,1,4
P012,T_MWF_1230_1320,1,3
P012,T_MWF_1330_1420,1,5
P012,T_MWF_1430_1520,1,5
P012,T_MWF_1530_1620,1,5
P012,T_TTH_0830_0950,1,3
P012,T_TTH_1000_1120,1,4
P012,T_TTH_1130_1250,1,5
P012,T_TTH_1300_1420,1,5
P012,T_TTH_1430_1550,1,5
P012,T_TTH_1600_1720,1,4
P012,T_MW_1000_1120,1,3
P012,T_MW_1430_1550,1,5
P012,T_F_1530_1720,1,3
P012,T_W_1500_1650,1,3
P013,T_MWF_0830_0920,1,2
P013,T_MWF_0930_1020,1,2
P013,T_MWF_1030_1120,1,3
P013,T_MWF_1130_1220,1,3
P013,T_MWF_1230_1320,1,3
P013,T_MWF_1330_1420,1,5
P013,T_MWF_1430_1520,1,5
P013,T_MWF_1530_1620,1,5
P013,T_TTH_0830_0950,1,2
P013,T_TTH_1000_1120,1,4
P013,T_TTH_1130_1250,1,4
P013,T_TTH_1300_1420,1,5
P013,T_TTH_1430_1550,1,4
P013,T_TTH_1600_1720,1,3
P013,T_MW_1000_1120,1,4
P013,T_MW_1430_1550,1,5
P013,T_F_1530_1720,1,3
P013,T_W_1500_1650,1,3
P014,T_MWF_0830_0920,1,5
P014,T_MWF_0930_1020,1,3
P014,T_MWF_1030_1120,1,5
P014,T_MWF_1130_1220,1,5
P014,T_MWF_1230_1320,1,5
P014,T_MWF_1330_1420,1,5
P014,T_MWF_1430_1520,1,4
P014,T_MWF_1530_1620,1,5
P014,T_TTH_0830_0950,1,5
P014,T_TTH_1000_1120,1,5
P014,T_TTH_1130_1250,1,4
P014,T_TTH_1300_1420,1,4
P014,T_TTH_1430_1550,1,4
P014,T_TTH_1600_1720,1,3
P014,T_MW_1000_1120,1,5
P014,T_MW_1430_1550,1,4
P014,T_F_1530_1720,1,2
P014,T_W_1500_1650,1,2
P015,T_MWF_0830_0920,1,2
P015,T_MWF_0930_1020,1,2
P015,T_MWF_1030_1120,1,3
P015,T_MWF_1130_1220,1,3
P015,T_MWF_1230_1320,1,4
P015,T_MWF_1330_1420,1,5
P015,T_MWF_1430_1520,1,5
P015,T_MWF_1530_1620,1,4
P015,T_TTH_0830_0950,1,2
P015,T_TTH_1000_1120,1,4
P015,T_TTH_1130_1250,1,5
P015,T_TTH_1300_1420,1,5
P015,T_TTH_1430_1550,1,5
P015,T_TTH_1600_1720,1,4
P015,T_MW_1000_1120,1,4
P015,T_MW_1430_1550,1,5
P015,T_F_1530_1720,1,3
P015,T_W_1500_1650,1,4
P016,T_MWF_0830_0920,1,4
P016,T_MWF_0930_1020,1,3
P016,T_MWF_1030_1120,1,5
P016,T_MWF_1130_1220,1,4
P016,T_MWF_1230_1320,1,5
P016,T_MWF_1330_1420,1,4
P016,T_MWF_1430_1520,1,4
P016,T_MWF_1530_1620,1,4
P016,T_TTH_0830_0950,1,2
P016,T_TTH_1000_1120,1,4
P016,T_TTH_1130_1250,1,5
P016,T_TTH_1300_1420,1,4
P016,T_TTH_1430_1550,1,3
P016,T_TTH_1600_1720,1,2
P016,T_MW_1000_1120,1,5
P016,T_MW_1430_1550,1,3
P016,T_F_1530_1720,1,3
P016,T_W_1500_1650,1,2
P017,T_MWF_0830_0920,1,1
P017,T_MWF_0930_1020,1,2
P017,T_MWF_1030_1120,1,3
P017,T_MWF_1130_1220,1,3
P017,T_MWF_1230_1320,1,4
P017,T_MWF_1330_1420,1,4
P017,T_MWF_1430_1520,1,5
P017,T_MWF_1530_1620,1,5
P017,T_TTH_0830_0950,1,1
P017,T_TTH_1000_1120,1,5
P017,T_TTH_1130_1250,1,4
P017,T_TTH_1300_1420,1,4
P017,T_TTH_1430_1550,1,4
P017,T_TTH_1600_1720,1,3
P017,T_MW_1000_1120,1,4
P017,T_MW_1430_1550,1,4
P017,T_F_1530_1720,1,4
P017,T_W_1500_1650,1,3
P018,T_MWF_0830_0920,1,4
P018,T_MWF_0930_1020,1,5
P018,T_MWF_1030_1120,1,5
P018,T_MWF_1130_1220,1,5
P018,T_MWF_1230_1320,1,3
P018,T_MWF_1330_1420,1,2
P018,T_MWF_1430_1520,1,2
P018,T_MWF_1530_1620,1,1
P018,T_TTH_0830_0950,1,4
P018,T_TTH_1000_1120,1,4
P018,T_TTH_1130_1250,1,5
P018,T_TTH_1300_1420,1,3
P018,T_TTH_1430_1550,1,1
P018,T_TTH_1600_1720,1,2
P018,T_MW_1000_1120,1,5
P018,T_MW_1430_1550,1,3
P018,T_F_1530_1720,1,1
P018,T_W_1500_1650,1,2
P019,T_MWF_0830_0920,1,3
P019,T_MWF_0930_1020,1,3
P019,T_MWF_1030_1120,1,5
P019,T_MWF_1130_1220,1,5
P019,T_MWF_1230_1320,1,5
P019,T_MWF_1330_1420,1,3
P019,T_MWF_1430_1520,1,4
P019,T_MWF_1530_1620,1,4
P019,T_TTH_0830_0950,1,3
P019,T_TTH_1000_1120,1,4
P019,T_TTH_1130_1250,1,4
P019,T_TTH_1300_1420,1,4
P019,T_TTH_1430_1550,1,4
P019,T_TTH_1600_1720,1,3
P019,T_MW_1000_1120,1,4
P019,T_MW_1430_1550,1,5
P019,T_F_1530_1720,1,2
P019,T_W_1500_1650,1,2
P020,T_MWF_0830_0920,1,5
P020,T_MWF_0930_1020,1,5
P020,T_MWF_1030_1120,1,3
P020,T_MWF_1130_1220,1,3
P020,T_MWF_1230_1320,1,5
P020,T_MWF_1330_1420,1,1
P020,T_MWF_1430_1520,1,1
P020,T_MWF_1530_1620,1,1
P020,T_TTH_0830_0950,1,5
P020,T_TTH_1000_1120,1,3
P020,T_TTH_1130_1250,1,4
P020,T_TTH_1300_1420,1,2
P020,T_TTH_1430_1550,1,2
P020,T_TTH_1600_1720,1,1
P020,T_MW_1000_1120,1,4
P020,T_MW_1430_1550,1,2
P020,T_F_1530_1720,1,1
P020,T_W_1500_1650,1,1
P021,T_MWF_0830_0920,1,4
P021,T_MWF_0930_1020,1,3
P021,T_MWF_1030_1120,1,5
P021,T_MWF_1130_1220,1,4
P021,T_MWF_1230_1320,1,5
P021,T_MWF_1330_1420,1,5
P021,T_MWF_1430_1520,1,3
P021,T_MWF_1530_1620,1,5
P021,T_TTH_0830_0950,1,4
P021,T_TTH_1000_1120,1,5
P021,T_TTH_1130_1250,1,5
P021,T_TTH_1300_1420,1,5
P021,T_TTH_1430_1550,1,4
P021,T_TTH_1600_1720,1,3
P021,T_MW_1000_1120,1,5
P021,T_MW_1430_1550,1,4
P021,T_F_1530_1720,1,3
P021,T_W_1500_1650,1,3
P022,T_MWF_0830_0920,1,3
P022,T_MWF_0930_1020,1,2
P022,T_MWF_1030_1120,1,5
P022,T_MWF_1130_1220,1,5
P022,T_MWF_1230_1320,1,5
P022,T_MWF_1330_1420,1,3
P022,T_MWF_1430_1520,1,3
P022,T_MWF_1530_1620,1,4
P022,T_TTH_0830_0950,1,3
P022,T_TTH_1000_1120,1,5
P022,T_TTH_1130_1250,1,5
P022,T_TTH_1300_1420,1,3
P022,T_TTH_1430_1550,1,4
P022,T_TTH_1600_1720,1,3
P022,T_MW_1000_1120,1,4
P022,T_MW_1430_1550,1,4
P022,T_F_1530_1720,1,1
P022,T_W_1500_1650,1,2
P023,T_MWF_0830_0920,1,1
P023,T_MWF_0930_1020,1,2
P023,T_MWF_1030_1120,1,5
P023,T_MWF_1130_1220,1,5
P023,T_MWF_1230_1320,1,5
P023,T_MWF_1330_1420,1,5
P023,T_MWF_1430_1520,1,4
P023,T_MWF_1530_1620,1,5
P023,T_TTH_0830_0950,1,2
P023,T_TTH_1000_1120,1,4
P023,T_TTH_1130_1250,1,4
P023,T_TTH_1300_1420,1,5
P023,T_TTH_1430_1550,1,4
P023,T_TTH_1600_1720,1,3
P023,T_MW_1000_1120,1,4
P023,T_MW_1430_1550,1,5
P023,T_F_1530_1720,1,2
P023,T_W_1500_1650,1,3
P024,T_MWF_0830_0920,1,2
P024,T_MWF_0930_1020,1,2
P024,T_MWF_1030_1120,1,4
P024,T_MWF_1130_1220,1,4
P024,T_MWF_1230_1320,1,4
P024,T_MWF_1330_1420,1,4
P024,T_MWF_1430_1520,1,5
P024,T_MWF_1530_1620,1,4
P024,T_TTH_0830_0950,1,2
P024,T_TTH_1000_1120,1,5
P024,T_TTH_1130_1250,1,4
P024,T_TTH_1300_1420,1,5
P024,T_TTH_1430_1550,1,5
P024,T_TTH_1600_1720,1,4
P024,T_MW_1000_1120,1,4
P024,T_MW_1430_1550,1,5
P024,T_F_1530_1720,1,4
P024,T_W_1500_1650,1,4
P025,T_MWF_0830_0920,1,5
P025,T_MWF_0930_1020,1,5
P025,T_MWF_1030_1120,1,5
P025,T_MWF_1130_1220,1,5
P025,T_MWF_1230_1320,1,5
P025,T_MWF_1330_1420,1,3
P025,T_MWF_1430_1520,1,4
P025,T_MWF_1530_1620,1,5
P025,T_TTH_0830_0950,1,3
P025,T_TTH_1000_1120,1,5
P025,T_TTH_1130_1250,1,4
P025,T_TTH_1300_1420,1,4
P025,T_TTH_1430_1550,1,5
P025,T_TTH_1600_1720,1,4
P025,T_MW_1000_1120,1,5
P025,T_MW_1430_1550,1,5
P025,T_F_1530_1720,1,3
P025,T_W_1500_1650,1,3
P026,T_MWF_0830_0920,1,3
P026,T_MWF_0930_1020,1,3
P026,T_MWF_1030_1120,1,5
P026,T_MWF_1130_1220,1,5
P026,T_MWF_1230_1320,1,5
P026,T_MWF_1330_1420,1,3
P026,T_MWF_1430_1520,1,3
P026,T_MWF_1530_1620,1,3
P026,T_TTH_0830_0950,1,3
P026,T_TTH_1000_1120,1,5
P026,T_TTH_1130_1250,1,5
P026,T_TTH_1300_1420,1,4
P026,T_TTH_1430_1550,1,5
P026,T_TTH_1600_1720,1,2
P026,T_MW_1000_1120,1,5
P026,T_MW_1430_1550,1,5
P026,T_F_1530_1720,1,1
P026,T_W_1500_1650,1,2
P027,T_MWF_0830_0920,1,4
P027,T_MWF_0930_1020,1,5
P027,T_MWF_1030_1120,1,4
P027,T_MWF_1130_1220,1,5
P027,T_MWF_1230_1320,1,5
P027,T_MWF_1330_1420,1,5
P027,T_MWF_1430_1520,1,5
P027,T_MWF_1530_1620,1,4
P027,T_TTH_0830_0950,1,3
P027,T_TTH_1000_1120,1,5
P027,T_TTH_1130_1250,1,5
P027,T_TTH_1300_1420,1,4
P027,T_TTH_1430_1550,1,3
P027,T_TTH_1600_1720,1,4
P027,T_MW_1000_1120,1,5
P027,T_MW_1430_1550,1,4
P027,T_F_1530_1720,1,3
P027,T_W_1500_1650,1,3
P028,T_MWF_0830_0920,1,3
P028,T_MWF_0930_1020,1,3
P028,T_MWF_1030_1120,1,5
P028,T_MWF_1130_1220,1,4
P028,T_MWF_1230_1320,1,5
P028,T_MWF_1330_1420,1,5
P028,T_MWF_1430_1520,1,4
P028,T_MWF_1530_1620,1,4
P028,T_TTH_0830_0950,1,4
P028,T_TTH_1000_1120,1,5
P028,T_TTH_1130_1250,1,4
P028,T_TTH_1300_1420,1,4
P028,T_TTH_1430_1550,1,3
P028,T_TTH_1600_1720,1,3
P028,T_MW_1000_1120,1,4
P028,T_MW_1430_1550,1,5
P028,T_F_1530_1720,1,2
P028,T_W_1500_1650,1,2
P029,T_MWF_0830_0920,1,2
P029,T_MWF_0930_1020,1,2
P029,T_MWF_1030_1120,1,3
P029,T_MWF_1130_1220,1,5
P029,T_MWF_1230_1320,1,4
P029,T_MWF_1330_1420,1,5
P029,T_MWF_1430_1520,1,5
P029,T_MWF_1530_1620,1,5
P029,T_TTH_0830_0950,1,1
P029,T_TTH_1000_1120,1,4
P029,T_TTH_1130_1250,1,5
P029,T_TTH_1300_1420,1,4
P029,T_TTH_1430_1550,1,5
P029,T_TTH_1600_1720,1,4
P029,T_MW_1000_1120,1,4
P029,T_MW_1430_1550,1,4
P029,T_F_1530_1720,1,3
P029,T_W_1500_1650,1,3
P030,T_MWF_0830_0920,1,5
P030,T_MWF_0930_1020,1,4
P030,T_MWF_1030_1120,1,5
P030,T_MWF_1130_1220,1,5
P030,T_MWF_1230_1320,1,4
P030,T_MWF_1330_1420,1,5
P030,T_MWF_1430_1520,1,4
P030,T_MWF_1530_1620,1,3
P030,T_TTH_0830_0950,1,4
P030,T_TTH_1000_1120,1,5
P030,T_TTH_1130_1250,1,5
P030,T_TTH_1300_1420,1,3
P030,T_TTH_1430_1550,1,5
P030,T_TTH_1600_1720,1,3
P030,T_MW_1000_1120,1,5
P030,T_MW_1430_1550,1,5
P030,T_F_1530_1720,1,3
P030,T_W_1500_1650,1,2
P031,T_MWF_0830_0920,1,5
P031,T_MWF_0930_1020,1,5
P031,T_MWF_1030_1120,1,5
P031,T_MWF_1130_1220,1,4
P031,T_MWF_1230_1320,1,3
P031,T_MWF_1330_1420,1,3
P031,T_MWF_1430_1520,1,2
P031,T_MWF_1530_1620,1,1
P031,T_TTH_0830_0950,1,4
P031,T_TTH_1000_1120,1,3
P031,T_TTH_1130_1250,1,4
P031,T_TTH_1300_1420,1,1
P031,T_TTH_1430_1550,1,1
P031,T_TTH_1600_1720,1,1
P031,T_MW_1000_1120,1,4
P031,T_MW_1430_1550,1,3
P031,T_F_1530_1720,1,1
P031,T_W_1500_1650,1,1
P032,T_MWF_0830_0920,1,3
P032,T_MWF_0930_1020,1,2
P032,T_MWF_1030_1120,1,5
P032,T_MWF_1130_1220,1,4
P032,T_MWF_1230_1320,1,5
P032,T_MWF_1330_1420,1,4
P032,T_MWF_1430_1520,1,4
P032,T_MWF_1530_1620,1,3
P032,T_TTH_0830_0950,1,3
P032,T_TTH_1000_1120,1,4
P032,T_TTH_1130_1250,1,5
P032,T_TTH_1300_1420,1,4
P032,T_TTH_1430_1550,1,5
P032,T_TTH_1600_1720,1,3
P032,T_MW_1000_1120,1,5
P032,T_MW_1430_1550,1,5
P032,T_F_1530_1720,1,1
P032,T_W_1500_1650,1,2
P033,T_MWF_0830_0920,1,4
P033,T_MWF_0930_1020,1,5
P033,T_MWF_1030_1120,1,4
P033,T_MWF_1130_1220,1,4
P033,T_MWF_1230_1320,1,3
P033,T_MWF_1330_1420,1,2
P033,T_MWF_1430_1520,1,1
P033,T_MWF_1530_1620,1,1
P033,T_TTH_0830_0950,1,5
P033,T_TTH_1000_1120,1,4
P033,T_TTH_1130_1250,1,4
P033,T_TTH_1300_1420,1,1
P033,T_TTH_1430_1550,1,2
P033,T_TTH_1600_1720,1,1
P033,T_MW_1000_1120,1,4
P033,T_MW_1430_1550,1,1
P033,T_F_1530_1720,1,1
P033,T_W_1500_1650,1,2
P034,T_MWF_0830_0920,1,3
P034,T_MWF_0930_1020,1,3
P034,T_MWF_1030_1120,1,5
P034,T_MWF_1130_1220,1,5
P034,T_MWF_1230_1320,1,4
P034,T_MWF_1330_1420,1,3
P034,T_MWF_1430_1520,1,4
P034,T_MWF_1530_1620,1,4
P034,T_TTH_0830_0950,1,4
P034,T_TTH_1000_1120,1,4
P034,T_TTH_1130_1250,1,5
P034,T_TTH_1300_1420,1,4
P034,T_TTH_1430_1550,1,5
P034,T_TTH_1600_1720,1,4
P034,T_MW_1000_1120,1,4
P034,T_MW_1430_1550,1,3
P034,T_F_1530_1720,1,2
P034,T_W_1500_1650,1,4
P035,T_MWF_0830_0920,1,2
P035,T_MWF_0930_1020,1,1
P035,T_MWF_1030_1120,1,3
P035,T_MWF_1130_1220,1,4
P035,T_MWF_1230_1320,1,3
P035,T_MWF_1330_1420,1,5
P035,T_MWF_1430_1520,1,5
P035,T_MWF_1530_1620,1,5
P035,T_TTH_0830_0950,1,3
P035,T_TTH_1000_1120,1,5
P035,T_TTH_1130_1250,1,4
P035,T_TTH_1300_1420,1,5
P035,T_TTH_1430_1550,1,5
P035,T_TTH_1600_1720,1,2
P035,T_MW_1000_1120,1,4
P035,T_MW_1430_1550,1,5
P035,T_F_1530_1720,1,3
P035,T_W_1500_1650,1,4
P036,T_MWF_0830_0920,1,4
P036,T_MWF_0930_1020,1,5
P036,T_MWF_1030_1120,1,5
P036,T_MWF_1130_1220,1,5
P036,T_MWF_1230_1320,1,5
P036,T_MWF_1330_1420,1,5
P036,T_MWF_1430_1520,1,4
P036,T_MWF_1530_1620,1,5
P036,T_TTH_0830_0950,1,4
P036,T_TTH_1000_1120,1,5
P036,T_TTH_1130_1250,1,5
P036,T_TTH_1300_1420,1,4
P036,T_TTH_1430_1550,1,3
P036,T_TTH_1600_1720,1,2
P036,T_MW_1000_1120,1,4
P036,T_MW_1430_1550,1,3
P036,T_F_1530_1720,1,4
P036,T_W_1500_1650,1,3
P037,T_MWF_0830_0920,1,3
P037,T_MWF_0930_1020,1,3
P037,T_MWF_1030_1120,1,5
P037,T_MWF_1130_1220,1,4
P037,T_MWF_1230_1320,1,5
P037,T_MWF_1330_1420,1,3
P037,T_MWF_1430_1520,1,4
P037,T_MWF_1530_1620,1,5
P037,T_TTH_0830_0950,1,4
P037,T_TTH_1000_1120,1,5
P037,T_TTH_1130_1250,1,5
P037,T_TTH_1300_1420,1,3
P037,T_TTH_1430_1550,1,3
P037,T_TTH_1600_1720,1,4
P037,T_MW_1000_1120,1,5
P037,T_MW_1430_1550,1,4
P037,T_F_1530_1720,1,2
P037,T_W_1500_1650,1,3
P038,T_MWF_0830_0920,1,2
P038,T_MWF_0930_1020,1,4
P038,T_MWF_1030_1120,1,5
P038,T_MWF_1130_1220,1,5
P038,T_MWF_1230_1320,1,5
P038,T_MWF_1330_1420,1,4
P038,T_MWF_1430_1520,1,5
P038,T_MWF_1530_1620,1,4
P038,T_TTH_0830_0950,1,3
P038,T_TTH_1000_1120,1,5
P038,T_TTH_1130_1250,1,5
P038,T_TTH_1300_1420,1,4
P038,T_TTH_1430_1550,1,3
P038,T_TTH_1600_1720,1,2
P038,T_MW_1000_1120,1,5
P038,T_MW_1430_1550,1,4
P038,T_F_1530_1720,1,1
P038,T_W_1500_1650,1,3
P039,T_MWF_0830_0920,1,2
P039,T_MWF_0930_1020,1,3
P039,T_MWF_1030_1120,1,5
P039,T_MWF_1130_1220,1,5
P039,T_MWF_1230_1320,1,5
P039,T_MWF_1330_1420,1,5
P039,T_MWF_1430_1520,1,3
P039,T_MWF_1530_1620,1,3
P039,T_TTH_0830_0950,1,4
P039,T_TTH_1000_1120,1,5
P039,T_TTH_1130_1250,1,4
P039,T_TTH_1300_1420,1,4
P039,T_TTH_1430_1550,1,3
P039,T_TTH_1600_1720,1,3
P039,T_MW_1000_1120,1,4
P039,T_MW_1430_1550,1,5
P039,T_F_1530_1720,1,2
P039,T_W_1500_1650,1,1
P040,T_MWF_0830_0920,1,2
P040,T_MWF_0930_1020,1,2
P040,T_MWF_1030_1120,1,4
P040,T_MWF_1130_1220,1,3
P040,T_MWF_1230_1320,1,4
P040,T_MWF_1330_1420,1,5
P040,T_MWF_1430_1520,1,5
P040,T_MWF_1530_1620,1,5
P040,T_TTH_0830_0950,1,2
P040,T_TTH_1000_1120,1,4
P040,T_TTH_1130_1250,1,4
P040,T_TTH_1300_1420,1,4
P040,T_TTH_1430_1550,1,5
P040,T_TTH_1600_1720,1,4
P040,T_MW_1000_1120,1,4
P040,T_MW_1430_1550,1,5
P040,T_F_1530_1720,1,2
P040,T_W_1500_1650,1,4
P041,T_MWF_0830_0920,1,3
P041,T_MWF_0930_1020,1,3
P041,T_MWF_1030_1120,1,4
P041,T_MWF_1130_1220,1,5
P041,T_MWF_1230_1320,1,5
P041,T_MWF_1330_1420,1,5
P041,T_MWF_1430_1520,1,5
P041,T_MWF_1530_1620,1,3
P041,T_TTH_0830_0950,1,3
P041,T_TTH_1000_1120,1,5
P041,T_TTH_1130_1250,1,5
P041,T_TTH_1300_1420,1,3
P041,T_TTH_1430_1550,1,3
P041,T_TTH_1600_1720,1,3
P041,T_MW_1000_1120,1,4
P041,T_MW_1430_1550,1,3
P041,T_F_1530_1720,1,3
P041,T_W_1500_1650,1,2
P042,T_MWF_0830_0920,1,3
P042,T_MWF_0930_1020,1,2
P042,T_MWF_1030_1120,1,5
P042,T_MWF_1130_1220,1,5
P042,T_MWF_1230_1320,1,5
P042,T_MWF_1330_1420,1,3
P042,T_MWF_1430_1520,1,4
P042,T_MWF_1530_1620,1,4
P042,T_TTH_0830_0950,1,3
