professor_id,course_id,timeslot_id,room_id,total_score
P004,C011,T_MWF_1030_1120,R_GUG_220,16.00
P008,C011,T_MWF_1030_1120,R_GUG_220,16.00
P012,C011,T_MWF_1030_1120,R_GUG_220,17.00
P022,C011,T_MWF_1030_1120,R_GUG_220,18.00
P026,C011,T_MWF_1030_1120,R_GUG_220,17.00
P027,C011,T_MWF_1030_1120,R_GUG_220,17.00
P029,C011,T_MWF_1030_1120,R_GUG_220,18.00
P032,C011,T_MWF_1030_1120,R_GUG_220,17.00
P034,C011,T_MWF_1030_1120,R_GUG_220,16.00
P043,C011,T_MWF_1030_1120,R_GUG_220,18.00
P054,C011,T_MWF_1030_1120,R_GUG_220,19.00
P004,C012,T_MWF_1230_1320,R_GUG_220,17.00
P008,C012,T_MWF_1230_1320,R_GUG_220,16.00
P012,C012,T_MWF_1230_1320,R_GUG_220,17.00
P022,C012,T_MWF_1230_1320,R_GUG_220,18.00
P026,C012,T_MWF_1230_1320,R_GUG_220,18.00
P027,C012,T_MWF_1230_1320,R_GUG_220,17.00
P029,C012,T_MWF_1230_1320,R_GUG_220,18.00
P032,C012,T_MWF_1230_1320,R_GUG_220,16.00
P034,C012,T_MWF_1230_1320,R_GUG_220,18.00
P043,C012,T_MWF_1230_1320,R_GUG_220,18.00
P054,C012,T_MWF_1230_1320,R_GUG_220,19.00
P004,C013,T_MWF_1030_1120,R_KNE_220,16.00
P008,C013,T_MWF_1030_1120,R_KNE_220,16.00
P012,C013,T_MWF_1030_1120,R_KNE_220,17.00
P022,C013,T_MWF_1030_1120,R_KNE_220,18.00
P026,C013,T_MWF_1030_1120,R_KNE_220,17.00
P027,C013,T_MWF_1030_1120,R_KNE_220,17.00
P029,C013,T_MWF_1030_1120,R_KNE_220,18.00
P032,C013,T_MWF_1030_1120,R_KNE_220,17.00
P034,C013,T_MWF_1030_1120,R_KNE_220,16.00
P043,C013,T_MWF_1030_1120,R_KNE_220,18.00
P054,C013,T_MWF_1030_1120,R_KNE_220,19.00
P004,C014,T_TTH_1130_1250,R_GUG_220,16.00
P008,C014,T_TTH_1130_1250,R_GUG_220,17.00
P012,C014,T_TTH_1130_1250,R_GUG_220,16.00
P022,C014,T_TTH_1130_1250,R_GUG_220,17.00
P026,C014,T_TTH_1130_1250,R_GUG_220,17.00
P027,C014,T_TTH_1130_1250,R_GUG_220,18.00
P029,C014,T_TTH_1130_1250,R_GUG_220,18.00
P032,C014,T_TTH_1130_1250,R_GUG_220,16.00
P034,C014,T_TTH_1130_1250,R_GUG_220,17.00
P043,C014,T_TTH_1130_1250,R_GUG_220,18.00
P054,C014,T_TTH_1130_1250,R_GUG_220,19.00
P004,C015,T_MWF_1530_1620,R_KNE_220,17.00
P008,C015,T_MWF_1530_1620,R_KNE_220,14.00
P012,C015,T_MWF_1530_1620,R_KNE_220,15.00
P022,C015,T_MWF_1530_1620,R_KNE_220,18.00
P026,C015,T_MWF_1530_1620,R_KNE_220,14.00
P027,C015,T_MWF_1530_1620,R_KNE_220,15.00
P029,C015,T_MWF_1530_1620,R_KNE_220,16.00
P032,C015,T_MWF_1530_1620,R_KNE_220,16.00
P034,C015,T_MWF_1530_1620,R_KNE_220,18.00
P043,C015,T_MWF_1530_1620,R_KNE_220,16.00
P054,C015,T_MWF_1530_1620,R_KNE_220,19.00
P004,C016,T_TTH_1130_1250,R_KNE_220,16.00
P008,C016,T_TTH_1130_1250,R_KNE_220,17.00
P012,C016,T_TTH_1130_1250,R_KNE_220,16.00
P022,C016,T_TTH_1130_1250,R_KNE_220,17.00
P026,C016,T_TTH_1130_1250,R_KNE_220,17.00
P027,C016,T_TTH_1130_1250,R_KNE_220,18.00
P029,C016,T_TTH_1130_1250,R_KNE_220,18.00
P032,C016,T_TTH_1130_1250,R_KNE_220,16.00
P034,C016,T_TTH_1130_1250,R_KNE_220,17.00
P043,C016,T_TTH_1130_1250,R_KNE_220,18.00
P054,C016,T_TTH_1130_1250,R_KNE_220,19.00
P001,C017,T_TTH_0830_0950,R_SMI_120,15.00
P003,C017,T_TTH_0830_0950,R_SMI_120,15.00
P004,C017,T_TTH_0830_0950,R_SMI_120,14.00
P008,C017,T_TTH_0830_0950,R_SMI_120,18.00
P012,C017,T_TTH_0830_0950,R_SMI_120,17.00
P017,C017,T_TTH_0830_0950,R_SMI_120,18.00
P020,C017,T_TTH_0830_0950,R_SMI_120,17.00
P022,C017,T_TTH_0830_0950,R_SMI_120,14.00
P026,C017,T_TTH_0830_0950,R_SMI_120,18.00
P027,C017,T_TTH_0830_0950,R_SMI_120,18.00
P029,C017,T_TTH_0830_0950,R_SMI_120,17.00
P032,C017,T_TTH_0830_0950,R_SMI_120,18.00
P034,C017,T_TTH_0830_0950,R_SMI_120,15.00
P043,C017,T_TTH_0830_0950,R_SMI_120,16.00
P054,C017,T_TTH_0830_0950,R_SMI_120,16.00
P001,C018,T_MWF_0930_1020,R_SMI_120,15.00
P003,C018,T_MWF_0930_1020,R_SMI_120,15.00
P004,C018,T_MWF_0930_1020,R_SMI_120,15.00
P008,C018,T_MWF_0930_1020,R_SMI_120,19.00
P012,C018,T_MWF_0930_1020,R_SMI_120,18.00
P017,C018,T_MWF_0930_1020,R_SMI_120,18.00
P020,C018,T_MWF_0930_1020,R_SMI_120,18.00
P022,C018,T_MWF_0930_1020,R_SMI_120,16.00
P026,C018,T_MWF_0930_1020,R_SMI_120,17.00
P027,C018,T_MWF_0930_1020,R_SMI_120,17.00
P029,C018,T_MWF_0930_1020,R_SMI_120,17.00
P032,C018,T_MWF_0930_1020,R_SMI_120,18.00
P034,C018,T_MWF_0930_1020,R_SMI_120,14.00
P043,C018,T_MWF_0930_1020,R_SMI_120,15.00
P054,C018,T_MWF_0930_1020,R_SMI_120,16.00
P001,C019,T_MWF_1230_1320,R_KNE_210,16.00
P003,C019,T_MWF_1230_1320,R_KNE_210,16.00
P004,C019,T_MWF_1230_1320,R_KNE_210,17.00
P008,C019,T_MWF_1230_1320,R_KNE_210,17.00
P012,C019,T_MWF_1230_1320,R_KNE_210,17.00
P017,C019,T_MWF_1230_1320,R_KNE_210,18.00
P020,C019,T_MWF_1230_1320,R_KNE_210,18.00
P022,C019,T_MWF_1230_1320,R_KNE_210,18.00
P026,C019,T_MWF_1230_1320,R_KNE_210,18.00
P027,C019,T_MWF_1230_1320,R_KNE_210,17.00
P029,C019,T_MWF_1230_1320,R_KNE_210,18.00
P032,C019,T_MWF_1230_1320,R_KNE_210,16.00
P034,C019,T_MWF_1230_1320,R_KNE_210,18.00
P043,C019,T_MWF_1230_1320,R_KNE_210,18.00
P054,C019,T_MWF_1230_1320,R_KNE_210,19.00
P001,C020,T_MWF_1330_1420,R_KNE_210,18.00
P003,C020,T_MWF_1330_1420,R_KNE_210,18.00
P004,C020,T_MWF_1330_1420,R_KNE_210,17.00
P008,C020,T_MWF_1330_1420,R_KNE_210,16.00
P012,C020,T_MWF_1330_1420,R_KNE_210,14.00
P017,C020,T_MWF_1330_1420,R_KNE_210,14.00
P020,C020,T_MWF_1330_1420,R_KNE_210,16.00
P022,C020,T_MWF_1330_1420,R_KNE_210,18.00
P026,C020,T_MWF_1330_1420,R_KNE_210,15.00
P027,C020,T_MWF_1330_1420,R_KNE_210,15.00
P029,C020,T_MWF_1330_1420,R_KNE_210,17.00
P032,C020,T_MWF_1330_1420,R_KNE_210,15.00
P034,C020,T_MWF_1330_1420,R_KNE_210,18.00
P043,C020,T_MWF_1330_1420,R_KNE_210,16.00
P054,C020,T_MWF_1330_1420,R_KNE_210,19.00
P004,C021,T_MWF_1230_1320,R_SMI_102,13.00
P008,C021,T_MWF_1230_1320,R_SMI_102,12.00
P012,C021,T_MWF_1230_1320,R_SMI_102,13.00
P022,C021,T_MWF_1230_1320,R_SMI_102,14.00
P026,C021,T_MWF_1230_1320,R_SMI_102,14.00
P027,C021,T_MWF_1230_1320,R_SMI_102,13.00
P029,C021,T_MWF_1230_1320,R_SMI_102,14.00
P034,C021,T_MWF_1230_1320,R_SMI_102,14.00
P054,C021,T_MWF_1230_1320,R_SMI_102,14.00
P004,C022,T_MWF_0830_0920,R_KNE_210,6.00
P005,C022,T_MWF_0830_0920,R_KNE_210,9.00
P007,C022,T_MWF_0830_0920,R_KNE_210,5.00
P008,C022,T_MWF_0830_0920,R_KNE_210,9.00
P009,C022,T_MWF_0830_0920,R_KNE_210,9.00
P010,C022,T_MWF_0830_0920,R_KNE_210,10.00
P012,C022,T_MWF_0830_0920,R_KNE_210,9.00
P017,C022,T_MWF_0830_0920,R_KNE_210,9.00
P018,C022,T_MWF_0830_0920,R_KNE_210,9.00
P020,C022,T_MWF_0830_0920,R_KNE_210,9.00
P021,C022,T_MWF_0830_0920,R_KNE_210,8.00
P022,C022,T_MWF_0830_0920,R_KNE_210,6.00
P025,C022,T_MWF_0830_0920,R_KNE_210,7.00
P027,C022,T_MWF_0830_0920,R_KNE_210,9.00
P028,C022,T_MWF_0830_0920,R_KNE_210,6.00
P029,C022,T_MWF_0830_0920,R_KNE_210,6.00
P032,C022,T_MWF_0830_0920,R_KNE_210,8.00
P037,C022,T_MWF_0830_0920,R_KNE_210,6.00
P040,C022,T_MWF_0830_0920,R_KNE_210,8.00
P042,C022,T_MWF_0830_0920,R_KNE_210,7.00
P044,C022,T_MWF_0830_0920,R_KNE_210,6.00
P049,C022,T_MWF_0830_0920,R_KNE_210,7.00
P054,C022,T_MWF_0830_0920,R_KNE_210,6.00
P002,C023,T_MWF_1530_1620,R_GUG_220,17.00
P010,C023,T_MWF_1530_1620,R_GUG_220,17.00
P012,C023,T_MWF_1530_1620,R_GUG_220,15.00
P013,C023,T_MWF_1530_1620,R_GUG_220,17.00
P042,C023,T_MWF_1530_1620,R_GUG_220,17.00
P054,C023,T_MWF_1530_1620,R_GUG_220,18.00
P002,C024,T_MW_1430_1550,R_KNE_220,18.00
P010,C024,T_MW_1430_1550,R_KNE_220,18.00
P012,C024,T_MW_1430_1550,R_KNE_220,15.00
P013,C024,T_MW_1430_1550,R_KNE_220,17.00
P042,C024,T_MW_1430_1550,R_KNE_220,18.00
P054,C024,T_MW_1430_1550,R_KNE_220,17.00
P002,C025,T_MWF_1030_1120,R_LOW_206,17.00
P010,C025,T_MWF_1030_1120,R_LOW_206,18.00
P012,C025,T_MWF_1030_1120,R_LOW_206,17.00
P013,C025,T_MWF_1030_1120,R_LOW_206,17.00
P042,C025,T_MWF_1030_1120,R_LOW_206,17.00
P054,C025,T_MWF_1030_1120,R_LOW_206,18.00
P002,C026,T_TTH_0830_0950,R_KNE_210,11.00
P010,C026,T_TTH_0830_0950,R_KNE_210,12.00
P012,C026,T_TTH_0830_0950,R_KNE_210,12.00
P013,C026,T_TTH_0830_0950,R_KNE_210,12.00
P042,C026,T_TTH_0830_0950,R_KNE_210,10.00
P054,C026,T_TTH_0830_0950,R_KNE_210,10.00
P002,C027,T_TTH_0830_0950,R_KNE_210,11.00
P010,C027,T_TTH_0830_0950,R_KNE_210,12.00
P012,C027,T_TTH_0830_0950,R_KNE_210,12.00
P013,C027,T_TTH_0830_0950,R_KNE_210,12.00
P042,C027,T_TTH_0830_0950,R_KNE_210,10.00
P054,C027,T_TTH_0830_0950,R_KNE_210,10.00
P004,C028,T_MWF_1130_1220,R_LOW_206,13.00
P006,C028,T_MWF_1130_1220,R_LOW_206,13.00
P012,C028,T_MWF_1130_1220,R_LOW_206,12.00
P013,C028,T_MWF_1130_1220,R_LOW_206,14.00
P015,C028,T_MWF_1130_1220,R_LOW_206,15.00
P035,C028,T_MWF_1130_1220,R_LOW_206,13.00
P041,C028,T_MWF_1130_1220,R_LOW_206,14.00
P042,C028,T_MWF_1130_1220,R_LOW_206,14.00
P046,C028,T_MWF_1130_1220,R_LOW_206,15.00
P047,C028,T_MWF_1130_1220,R_LOW_206,13.00
P050,C028,T_MWF_1130_1220,R_LOW_206,14.00
P051,C028,T_MWF_1130_1220,R_LOW_206,12.00
P053,C028,T_MWF_1130_1220,R_LOW_206,14.00
P054,C028,T_MWF_1130_1220,R_LOW_206,13.00
P001,C029,T_MWF_1030_1120,R_KNE_210,8.00
P003,C029,T_MWF_1030_1120,R_KNE_210,9.00
P004,C029,T_MWF_1030_1120,R_KNE_210,8.00
P008,C029,T_MWF_1030_1120,R_KNE_210,8.00
P012,C029,T_MWF_1030_1120,R_KNE_210,8.00
P015,C029,T_MWF_1030_1120,R_KNE_210,9.00
P017,C029,T_MWF_1030_1120,R_KNE_210,7.00
P020,C029,T_MWF_1030_1120,R_KNE_210,9.00
P022,C029,T_MWF_1030_1120,R_KNE_210,9.00
P026,C029,T_MWF_1030_1120,R_KNE_210,8.00
P027,C029,T_MWF_1030_1120,R_KNE_210,8.00
P029,C029,T_MWF_1030_1120,R_KNE_210,9.00
P034,C029,T_MWF_1030_1120,R_KNE_210,7.00
P041,C029,T_MWF_1030_1120,R_KNE_210,8.00
P042,C029,T_MWF_1030_1120,R_KNE_210,8.00
P043,C029,T_MWF_1030_1120,R_KNE_210,9.00
P046,C029,T_MWF_1030_1120,R_KNE_210,8.00
P050,C029,T_MWF_1030_1120,R_KNE_210,9.00
P054,C029,T_MWF_1030_1120,R_KNE_210,9.00
P001,C030,T_MWF_0930_1020,R_SMI_102,11.00
P003,C030,T_MWF_0930_1020,R_SMI_102,11.00
P004,C030,T_MWF_0930_1020,R_SMI_102,12.00
P008,C030,T_MWF_0930_1020,R_SMI_102,15.00
P012,C030,T_MWF_0930_1020,R_SMI_102,14.00
P015,C030,T_MWF_0930_1020,R_SMI_102,14.00
P017,C030,T_MWF_0930_1020,R_SMI_102,14.00
P020,C030,T_MWF_0930_1020,R_SMI_102,14.00
P022,C030,T_MWF_0930_1020,R_SMI_102,12.00
P026,C030,T_MWF_0930_1020,R_SMI_102,13.00
P027,C030,T_MWF_0930_1020,R_SMI_102,13.00
P029,C030,T_MWF_0930_1020,R_SMI_102,13.00
P034,C030,T_MWF_0930_1020,R_SMI_102,10.00
P041,C030,T_MWF_0930_1020,R_SMI_102,10.00
P042,C030,T_MWF_0930_1020,R_SMI_102,11.00
P043,C030,T_MWF_0930_1020,R_SMI_102,11.00
P046,C030,T_MWF_0930_1020,R_SMI_102,11.00
P050,C030,T_MWF_0930_1020,R_SMI_102,14.00
P054,C030,T_MWF_0930_1020,R_SMI_102,11.00
P004,C031,T_TTH_1430_1550,R_AND_205,17.00
P005,C031,T_TTH_1430_1550,R_AND_205,14.00
P008,C031,T_TTH_1430_1550,R_AND_205,13.00
P010,C031,T_TTH_1430_1550,R_AND_205,16.00
P012,C031,T_TTH_1430_1550,R_AND_205,13.00
P017,C031,T_TTH_1430_1550,R_AND_205,14.00
P018,C031,T_TTH_1430_1550,R_AND_205,16.00
P020,C031,T_TTH_1430_1550,R_AND_205,16.00
P021,C031,T_TTH_1430_1550,R_AND_205,15.00
P022,C031,T_TTH_1430_1550,R_AND_205,16.00
P026,C031,T_TTH_1430_1550,R_AND_205,15.00
P027,C031,T_TTH_1430_1550,R_AND_205,15.00
P028,C031,T_TTH_1430_1550,R_AND_205,17.00
P029,C031,T_TTH_1430_1550,R_AND_205,16.00
P032,C031,T_TTH_1430_1550,R_AND_205,14.00
P040,C031,T_TTH_1430_1550,R_AND_205,17.00
P042,C031,T_TTH_1430_1550,R_AND_205,17.00
P043,C031,T_TTH_1430_1550,R_AND_205,15.00
P049,C031,T_TTH_1430_1550,R_AND_205,16.00
P054,C031,T_TTH_1430_1550,R_AND_205,16.00
P004,C032,T_MWF_1230_1320,R_OTB_014,17.00
P005,C032,T_MWF_1230_1320,R_OTB_014,18.00
P008,C032,T_MWF_1230_1320,R_OTB_014,16.00
P010,C032,T_MWF_1230_1320,R_OTB_014,18.00
P012,C032,T_MWF_1230_1320,R_OTB_014,17.00
P017,C032,T_MWF_1230_1320,R_OTB_014,18.00
P018,C032,T_MWF_1230_1320,R_OTB_014,18.00
P020,C032,T_MWF_1230_1320,R_OTB_014,18.00
P021,C032,T_MWF_1230_1320,R_OTB_014,18.00
P022,C032,T_MWF_1230_1320,R_OTB_014,18.00
P026,C032,T_MWF_1230_1320,R_OTB_014,18.00
P027,C032,T_MWF_1230_1320,R_OTB_014,17.00
P028,C032,T_MWF_1230_1320,R_OTB_014,18.00
P029,C032,T_MWF_1230_1320,R_OTB_014,18.00
P032,C032,T_MWF_1230_1320,R_OTB_014,16.00
P040,C032,T_MWF_1230_1320,R_OTB_014,19.00
P042,C032,T_MWF_1230_1320,R_OTB_014,17.00
P043,C032,T_MWF_1230_1320,R_OTB_014,18.00
P049,C032,T_MWF_1230_1320,R_OTB_014,16.00
P054,C032,T_MWF_1230_1320,R_OTB_014,18.00
P004,C033,T_TTH_1130_1250,R_MUE_153,16.00
P012,C033,T_TTH_1130_1250,R_MUE_153,16.00
P015,C033,T_TTH_1130_1250,R_MUE_153,16.00
P041,C033,T_TTH_1130_1250,R_MUE_153,19.00
P042,C033,T_TTH_1130_1250,R_MUE_153,17.00
P046,C033,T_TTH_1130_1250,R_MUE_153,18.00
P050,C033,T_TTH_1130_1250,R_MUE_153,18.00
P054,C033,T_TTH_1130_1250,R_MUE_153,18.00
P004,C034,T_MW_1000_1120,R_LOW_206,13.00
P006,C034,T_MW_1000_1120,R_LOW_206,13.00
P012,C034,T_MW_1000_1120,R_LOW_206,12.00
P013,C034,T_MW_1000_1120,R_LOW_206,14.00
P015,C034,T_MW_1000_1120,R_LOW_206,14.00
P035,C034,T_MW_1000_1120,R_LOW_206,13.00
P037,C034,T_MW_1000_1120,R_LOW_206,14.00
P041,C034,T_MW_1000_1120,R_LOW_206,14.00
P042,C034,T_MW_1000_1120,R_LOW_206,14.00
P044,C034,T_MW_1000_1120,R_LOW_206,12.00
P046,C034,T_MW_1000_1120,R_LOW_206,15.00
P047,C034,T_MW_1000_1120,R_LOW_206,13.00
P050,C034,T_MW_1000_1120,R_LOW_206,15.00
P051,C034,T_MW_1000_1120,R_LOW_206,12.00
P053,C034,T_MW_1000_1120,R_LOW_206,14.00
P054,C034,T_MW_1000_1120,R_LOW_206,14.00
P001,C035,T_TTH_0830_0950,R_PDL_C401,11.00
P003,C035,T_TTH_0830_0950,R_PDL_C401,11.00
P004,C035,T_TTH_0830_0950,R_PDL_C401,10.00
P005,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P007,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P008,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P009,C035,T_TTH_0830_0950,R_PDL_C401,13.00
P010,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P012,C035,T_TTH_0830_0950,R_PDL_C401,13.00
P017,C035,T_TTH_0830_0950,R_PDL_C401,15.00
P018,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P020,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P021,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P022,C035,T_TTH_0830_0950,R_PDL_C401,10.00
P025,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P027,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P028,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P029,C035,T_TTH_0830_0950,R_PDL_C401,13.00
P032,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P037,C035,T_TTH_0830_0950,R_PDL_C401,10.00
P040,C035,T_TTH_0830_0950,R_PDL_C401,14.00
P042,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P043,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P044,C035,T_TTH_0830_0950,R_PDL_C401,12.00
P049,C035,T_TTH_0830_0950,R_PDL_C401,10.00
P054,C035,T_TTH_0830_0950,R_PDL_C401,11.00
P002,C036,T_TTH_1430_1550,R_AND_205,16.00
P005,C036,T_TTH_1430_1550,R_AND_205,14.00
P008,C036,T_TTH_1430_1550,R_AND_205,13.00
P010,C036,T_TTH_1430_1550,R_AND_205,16.00
