professor_id,course_id,timeslot_id,room_id,total_score
P039,C008,T_TTH_1600_1720,R_SMI_120,15.00
P040,C008,T_TTH_1600_1720,R_SMI_120,16.00
P041,C008,T_TTH_1600_1720,R_SMI_120,17.00
P050,C008,T_TTH_1600_1720,R_SMI_120,16.00
P055,C008,T_TTH_1600_1720,R_SMI_120,17.00
P057,C008,T_TTH_1600_1720,R_SMI_120,15.00
P058,C008,T_TTH_1600_1720,R_SMI_120,15.00
P062,C008,T_TTH_1600_1720,R_SMI_120,17.00
P063,C008,T_TTH_1600_1720,R_SMI_120,18.00
P064,C008,T_TTH_1600_1720,R_SMI_120,16.00
P071,C008,T_TTH_1600_1720,R_SMI_120,15.00
P074,C008,T_TTH_1600_1720,R_SMI_120,16.00
P078,C008,T_TTH_1600_1720,R_SMI_120,14.00
P087,C008,T_TTH_1600_1720,R_SMI_120,16.00
P094,C008,T_TTH_1600_1720,R_SMI_120,14.00
P004,C009,T_MWF_0930_1020,R_SMI_120,18.00
P008,C009,T_MWF_0930_1020,R_SMI_120,16.00
P012,C009,T_MWF_0930_1020,R_SMI_120,15.00
P022,C009,T_MWF_0930_1020,R_SMI_120,14.00
P026,C009,T_MWF_0930_1020,R_SMI_120,16.00
P027,C009,T_MWF_0930_1020,R_SMI_120,18.00
P029,C009,T_MWF_0930_1020,R_SMI_120,16.00
P032,C009,T_MWF_0930_1020,R_SMI_120,18.00
P034,C009,T_MWF_0930_1020,R_SMI_120,15.00
P039,C009,T_MWF_0930_1020,R_SMI_120,19.00
P040,C009,T_MWF_0930_1020,R_SMI_120,17.00
P041,C009,T_MWF_0930_1020,R_SMI_120,16.00
P050,C009,T_MWF_0930_1020,R_SMI_120,19.00
P055,C009,T_MWF_0930_1020,R_SMI_120,17.00
P057,C009,T_MWF_0930_1020,R_SMI_120,19.00
P058,C009,T_MWF_0930_1020,R_SMI_120,19.00
P062,C009,T_MWF_0930_1020,R_SMI_120,19.00
P063,C009,T_MWF_0930_1020,R_SMI_120,16.00
P064,C009,T_MWF_0930_1020,R_SMI_120,19.00
P071,C009,T_MWF_0930_1020,R_SMI_120,18.00
P074,C009,T_MWF_0930_1020,R_SMI_120,16.00
P078,C009,T_MWF_0930_1020,R_SMI_120,18.00
P087,C009,T_MWF_0930_1020,R_SMI_120,16.00
P094,C009,T_MWF_0930_1020,R_SMI_120,18.00
P004,C010,T_MWF_1130_1220,R_KNE_210,16.00
P008,C010,T_MWF_1130_1220,R_KNE_210,18.00
P012,C010,T_MWF_1130_1220,R_KNE_210,16.00
P022,C010,T_MWF_1130_1220,R_KNE_210,17.00
P026,C010,T_MWF_1130_1220,R_KNE_210,18.00
P027,C010,T_MWF_1130_1220,R_KNE_210,18.00
P029,C010,T_MWF_1130_1220,R_KNE_210,18.00
P032,C010,T_MWF_1130_1220,R_KNE_210,18.00
P034,C010,T_MWF_1130_1220,R_KNE_210,17.00
P039,C010,T_MWF_1130_1220,R_KNE_210,19.00
P040,C010,T_MWF_1130_1220,R_KNE_210,19.00
P041,C010,T_MWF_1130_1220,R_KNE_210,19.00
P050,C010,T_MWF_1130_1220,R_KNE_210,18.00
P055,C010,T_MWF_1130_1220,R_KNE_210,19.00
P057,C010,T_MWF_1130_1220,R_KNE_210,19.00
P058,C010,T_MWF_1130_1220,R_KNE_210,18.00
P062,C010,T_MWF_1130_1220,R_KNE_210,18.00
P063,C010,T_MWF_1130_1220,R_KNE_210,18.00
P064,C010,T_MWF_1130_1220,R_KNE_210,19.00
P071,C010,T_MWF_1130_1220,R_KNE_210,19.00
P074,C010,T_MWF_1130_1220,R_KNE_210,17.00
P078,C010,T_MWF_1130_1220,R_KNE_210,17.00
P087,C010,T_MWF_1130_1220,R_KNE_210,16.00
P094,C010,T_MWF_1130_1220,R_KNE_210,16.00
P004,C011,T_TTH_1130_1250,R_GUG_220,16.00
P008,C011,T_TTH_1130_1250,R_GUG_220,17.00
P012,C011,T_TTH_1130_1250,R_GUG_220,16.00
P022,C011,T_TTH_1130_1250,R_GUG_220,18.00
P026,C011,T_TTH_1130_1250,R_GUG_220,16.00
P027,C011,T_TTH_1130_1250,R_GUG_220,17.00
P029,C011,T_TTH_1130_1250,R_GUG_220,17.00
P032,C011,T_TTH_1130_1250,R_GUG_220,17.00
P034,C011,T_TTH_1130_1250,R_GUG_220,16.00
P039,C011,T_TTH_1130_1250,R_GUG_220,18.00
P040,C011,T_TTH_1130_1250,R_GUG_220,18.00
P041,C011,T_TTH_1130_1250,R_GUG_220,17.00
P050,C011,T_TTH_1130_1250,R_GUG_220,18.00
P055,C011,T_TTH_1130_1250,R_GUG_220,19.00
P057,C011,T_TTH_1130_1250,R_GUG_220,18.00
P058,C011,T_TTH_1130_1250,R_GUG_220,18.00
P062,C011,T_TTH_1130_1250,R_GUG_220,19.00
P063,C011,T_TTH_1130_1250,R_GUG_220,18.00
P064,C011,T_TTH_1130_1250,R_GUG_220,19.00
P071,C011,T_TTH_1130_1250,R_GUG_220,19.00
P074,C011,T_TTH_1130_1250,R_GUG_220,17.00
P078,C011,T_TTH_1130_1250,R_GUG_220,18.00
P087,C011,T_TTH_1130_1250,R_GUG_220,16.00
P094,C011,T_TTH_1130_1250,R_GUG_220,16.00
P004,C012,T_MWF_1530_1620,R_KNE_210,15.00
P008,C012,T_MWF_1530_1620,R_KNE_210,16.00
P012,C012,T_MWF_1530_1620,R_KNE_210,18.00
P022,C012,T_MWF_1530_1620,R_KNE_210,18.00
P026,C012,T_MWF_1530_1620,R_KNE_210,17.00
P027,C012,T_MWF_1530_1620,R_KNE_210,15.00
P029,C012,T_MWF_1530_1620,R_KNE_210,17.00
P032,C012,T_MWF_1530_1620,R_KNE_210,16.00
P034,C012,T_MWF_1530_1620,R_KNE_210,17.00
P039,C012,T_MWF_1530_1620,R_KNE_210,17.00
P040,C012,T_MWF_1530_1620,R_KNE_210,18.00
P041,C012,T_MWF_1530_1620,R_KNE_210,19.00
P050,C012,T_MWF_1530_1620,R_KNE_210,17.00
P055,C012,T_MWF_1530_1620,R_KNE_210,17.00
P057,C012,T_MWF_1530_1620,R_KNE_210,17.00
P058,C012,T_MWF_1530_1620,R_KNE_210,16.00
P062,C012,T_MWF_1530_1620,R_KNE_210,18.00
P063,C012,T_MWF_1530_1620,R_KNE_210,18.00
P064,C012,T_MWF_1530_1620,R_KNE_210,17.00
P071,C012,T_MWF_1530_1620,R_KNE_210,17.00
P074,C012,T_MWF_1530_1620,R_KNE_210,19.00
P078,C012,T_MWF_1530_1620,R_KNE_210,15.00
P087,C012,T_MWF_1530_1620,R_KNE_210,18.00
P094,C012,T_MWF_1530_1620,R_KNE_210,15.00
P004,C013,T_MWF_1530_1620,R_KNE_220,15.00
P008,C013,T_MWF_1530_1620,R_KNE_220,16.00
P012,C013,T_MWF_1530_1620,R_KNE_220,18.00
P022,C013,T_MWF_1530_1620,R_KNE_220,18.00
P026,C013,T_MWF_1530_1620,R_KNE_220,17.00
P027,C013,T_MWF_1530_1620,R_KNE_220,15.00
P029,C013,T_MWF_1530_1620,R_KNE_220,17.00
P032,C013,T_MWF_1530_1620,R_KNE_220,16.00
P034,C013,T_MWF_1530_1620,R_KNE_220,17.00
P039,C013,T_MWF_1530_1620,R_KNE_220,17.00
P040,C013,T_MWF_1530_1620,R_KNE_220,18.00
P041,C013,T_MWF_1530_1620,R_KNE_220,19.00
P050,C013,T_MWF_1530_1620,R_KNE_220,17.00
P055,C013,T_MWF_1530_1620,R_KNE_220,17.00
P057,C013,T_MWF_1530_1620,R_KNE_220,17.00
P058,C013,T_MWF_1530_1620,R_KNE_220,16.00
P062,C013,T_MWF_1530_1620,R_KNE_220,18.00
P063,C013,T_MWF_1530_1620,R_KNE_220,18.00
P064,C013,T_MWF_1530_1620,R_KNE_220,17.00
P071,C013,T_MWF_1530_1620,R_KNE_220,17.00
P074,C013,T_MWF_1530_1620,R_KNE_220,19.00
P078,C013,T_MWF_1530_1620,R_KNE_220,15.00
P087,C013,T_MWF_1530_1620,R_KNE_220,18.00
P094,C013,T_MWF_1530_1620,R_KNE_220,15.00
P004,C014,T_MWF_1030_1120,R_SMI_120,17.00
P008,C014,T_MWF_1030_1120,R_SMI_120,18.00
P012,C014,T_MWF_1030_1120,R_SMI_120,17.00
P022,C014,T_MWF_1030_1120,R_SMI_120,17.00
P026,C014,T_MWF_1030_1120,R_SMI_120,17.00
P027,C014,T_MWF_1030_1120,R_SMI_120,18.00
P029,C014,T_MWF_1030_1120,R_SMI_120,17.00
P032,C014,T_MWF_1030_1120,R_SMI_120,18.00
P034,C014,T_MWF_1030_1120,R_SMI_120,17.00
P039,C014,T_MWF_1030_1120,R_SMI_120,18.00
P040,C014,T_MWF_1030_1120,R_SMI_120,18.00
P041,C014,T_MWF_1030_1120,R_SMI_120,19.00
P050,C014,T_MWF_1030_1120,R_SMI_120,19.00
P055,C014,T_MWF_1030_1120,R_SMI_120,19.00
P057,C014,T_MWF_1030_1120,R_SMI_120,18.00
P058,C014,T_MWF_1030_1120,R_SMI_120,18.00
P062,C014,T_MWF_1030_1120,R_SMI_120,19.00
P063,C014,T_MWF_1030_1120,R_SMI_120,17.00
P064,C014,T_MWF_1030_1120,R_SMI_120,19.00
P071,C014,T_MWF_1030_1120,R_SMI_120,19.00
P074,C014,T_MWF_1030_1120,R_SMI_120,17.00
P078,C014,T_MWF_1030_1120,R_SMI_120,17.00
P087,C014,T_MWF_1030_1120,R_SMI_120,18.00
P094,C014,T_MWF_1030_1120,R_SMI_120,17.00
P004,C015,T_MWF_1430_1520,R_GUG_220,14.00
P008,C015,T_MWF_1430_1520,R_GUG_220,18.00
P012,C015,T_MWF_1430_1520,R_GUG_220,18.00
P022,C015,T_MWF_1430_1520,R_GUG_220,17.00
P026,C015,T_MWF_1430_1520,R_GUG_220,18.00
P027,C015,T_MWF_1430_1520,R_GUG_220,16.00
P029,C015,T_MWF_1430_1520,R_GUG_220,17.00
P032,C015,T_MWF_1430_1520,R_GUG_220,15.00
P034,C015,T_MWF_1430_1520,R_GUG_220,18.00
P039,C015,T_MWF_1430_1520,R_GUG_220,16.00
P040,C015,T_MWF_1430_1520,R_GUG_220,18.00
P041,C015,T_MWF_1430_1520,R_GUG_220,19.00
P050,C015,T_MWF_1430_1520,R_GUG_220,15.00
P055,C015,T_MWF_1430_1520,R_GUG_220,18.00
P057,C015,T_MWF_1430_1520,R_GUG_220,17.00
P058,C015,T_MWF_1430_1520,R_GUG_220,17.00
P062,C015,T_MWF_1430_1520,R_GUG_220,18.00
P063,C015,T_MWF_1430_1520,R_GUG_220,19.00
P064,C015,T_MWF_1430_1520,R_GUG_220,19.00
P071,C015,T_MWF_1430_1520,R_GUG_220,16.00
P074,C015,T_MWF_1430_1520,R_GUG_220,19.00
P078,C015,T_MWF_1430_1520,R_GUG_220,15.00
P087,C015,T_MWF_1430_1520,R_GUG_220,18.00
P094,C015,T_MWF_1430_1520,R_GUG_220,14.00
P004,C016,T_MWF_0930_1020,R_SMI_120,18.00
P008,C016,T_MWF_0930_1020,R_SMI_120,16.00
P012,C016,T_MWF_0930_1020,R_SMI_120,15.00
P022,C016,T_MWF_0930_1020,R_SMI_120,14.00
P026,C016,T_MWF_0930_1020,R_SMI_120,16.00
P027,C016,T_MWF_0930_1020,R_SMI_120,18.00
P029,C016,T_MWF_0930_1020,R_SMI_120,16.00
P032,C016,T_MWF_0930_1020,R_SMI_120,18.00
P034,C016,T_MWF_0930_1020,R_SMI_120,15.00
P039,C016,T_MWF_0930_1020,R_SMI_120,19.00
P040,C016,T_MWF_0930_1020,R_SMI_120,17.00
P041,C016,T_MWF_0930_1020,R_SMI_120,16.00
P050,C016,T_MWF_0930_1020,R_SMI_120,19.00
P055,C016,T_MWF_0930_1020,R_SMI_120,17.00
P057,C016,T_MWF_0930_1020,R_SMI_120,19.00
P058,C016,T_MWF_0930_1020,R_SMI_120,19.00
P062,C016,T_MWF_0930_1020,R_SMI_120,19.00
P063,C016,T_MWF_0930_1020,R_SMI_120,16.00
P064,C016,T_MWF_0930_1020,R_SMI_120,19.00
P071,C016,T_MWF_0930_1020,R_SMI_120,18.00
P074,C016,T_MWF_0930_1020,R_SMI_120,16.00
P078,C016,T_MWF_0930_1020,R_SMI_120,18.00
P087,C016,T_MWF_0930_1020,R_SMI_120,16.00
P094,C016,T_MWF_0930_1020,R_SMI_120,18.00
P001,C017,T_MWF_1130_1220,R_SMI_120,18.00
P003,C017,T_MWF_1130_1220,R_SMI_120,18.00
P004,C017,T_MWF_1130_1220,R_SMI_120,16.00
P008,C017,T_MWF_1130_1220,R_SMI_120,19.00
P012,C017,T_MWF_1130_1220,R_SMI_120,16.00
P017,C017,T_MWF_1130_1220,R_SMI_120,18.00
P020,C017,T_MWF_1130_1220,R_SMI_120,17.00
P022,C017,T_MWF_1130_1220,R_SMI_120,17.00
P026,C017,T_MWF_1130_1220,R_SMI_120,18.00
P027,C017,T_MWF_1130_1220,R_SMI_120,18.00
P029,C017,T_MWF_1130_1220,R_SMI_120,18.00
P032,C017,T_MWF_1130_1220,R_SMI_120,18.00
P034,C017,T_MWF_1130_1220,R_SMI_120,17.00
P039,C017,T_MWF_1130_1220,R_SMI_120,19.00
P040,C017,T_MWF_1130_1220,R_SMI_120,19.00
P041,C017,T_MWF_1130_1220,R_SMI_120,19.00
P048,C017,T_MWF_1130_1220,R_SMI_120,17.00
P050,C017,T_MWF_1130_1220,R_SMI_120,18.00
P055,C017,T_MWF_1130_1220,R_SMI_120,19.00
P057,C017,T_MWF_1130_1220,R_SMI_120,19.00
P058,C017,T_MWF_1130_1220,R_SMI_120,18.00
P062,C017,T_MWF_1130_1220,R_SMI_120,18.00
P063,C017,T_MWF_1130_1220,R_SMI_120,18.00
P064,C017,T_MWF_1130_1220,R_SMI_120,19.00
P071,C017,T_MWF_1130_1220,R_SMI_120,19.00
P074,C017,T_MWF_1130_1220,R_SMI_120,17.00
P075,C017,T_MWF_1130_1220,R_SMI_120,17.00
P078,C017,T_MWF_1130_1220,R_SMI_120,17.00
P087,C017,T_MWF_1130_1220,R_SMI_120,16.00
P094,C017,T_MWF_1130_1220,R_SMI_120,16.00
P001,C018,T_MWF_1330_1420,R_SMI_120,17.00
P003,C018,T_MWF_1330_1420,R_SMI_120,17.00
P004,C018,T_MWF_1330_1420,R_SMI_120,16.00
P008,C018,T_MWF_1330_1420,R_SMI_120,19.00
P012,C018,T_MWF_1330_1420,R_SMI_120,17.00
P017,C018,T_MWF_1330_1420,R_SMI_120,17.00
P020,C018,T_MWF_1330_1420,R_SMI_120,17.00
P022,C018,T_MWF_1330_1420,R_SMI_120,18.00
P026,C018,T_MWF_1330_1420,R_SMI_120,17.00
P027,C018,T_MWF_1330_1420,R_SMI_120,15.00
P029,C018,T_MWF_1330_1420,R_SMI_120,17.00
P032,C018,T_MWF_1330_1420,R_SMI_120,14.00
