course_id,room_id,suitable,room_score
C005,R_MUE_153,1,5
C005,R_SMI_102,0,0
C005,R_MGH_389,0,0
C005,R_LOW_206,0,0
C005,R_MEB_248,0,0
C005,R_PDL_C038,0,0
C005,R_PDL_C401,0,0
C005,R_LOW_113,0,0
C006,R_KNE_210,1,5
C006,R_KNE_220,1,5
C006,R_GUG_220,1,5
C006,R_SMI_120,1,5
C006,R_SAV_260,0,0
C006,R_AND_205,0,0
C006,R_OTB_014,0,0
C006,R_MUE_153,0,0
C006,R_SMI_102,0,0
C006,R_MGH_389,0,0
C006,R_LOW_206,0,0
C006,R_MEB_248,0,0
C006,R_PDL_C038,0,0
C006,R_PDL_C401,0,0
C006,R_LOW_113,0,0
C007,R_KNE_210,1,5
C007,R_KNE_220,1,5
C007,R_GUG_220,1,5
C007,R_SMI_120,1,5
C007,R_SAV_260,0,0
C007,R_AND_205,0,0
C007,R_OTB_014,0,0
C007,R_MUE_153,0,0
C007,R_SMI_102,0,0
C007,R_MGH_389,0,0
C007,R_LOW_206,0,0
C007,R_MEB_248,0,0
C007,R_PDL_C038,0,0
C007,R_PDL_C401,0,0
C007,R_LOW_113,0,0
C008,R_KNE_210,1,5
C008,R_KNE_220,1,5
C008,R_GUG_220,1,5
C008,R_SMI_120,1,5
C008,R_SAV_260,0,0
C008,R_AND_205,0,0
C008,R_OTB_014,0,0
C008,R_MUE_153,0,0
C008,R_SMI_102,0,0
C008,R_MGH_389,0,0
C008,R_LOW_206,0,0
C008,R_MEB_248,0,0
C008,R_PDL_C038,0,0
C008,R_PDL_C401,0,0
C008,R_LOW_113,0,0
C009,R_KNE_210,1,5
C009,R_KNE_220,1,5
C009,R_GUG_220,1,5
C009,R_SMI_120,1,5
C009,R_SAV_260,0,0
C009,R_AND_205,0,0
C009,R_OTB_014,0,0
C009,R_MUE_153,0,0
C009,R_SMI_102,0,0
C009,R_MGH_389,0,0
C009,R_LOW_206,0,0
C009,R_MEB_248,0,0
C009,R_PDL_C038,0,0
C009,R_PDL_C401,0,0
C009,R_LOW_113,0,0
C010,R_KNE_210,1,5
C010,R_KNE_220,1,5
C010,R_GUG_220,1,5
C010,R_SMI_120,1,5
C010,R_SAV_260,0,0
C010,R_AND_205,0,0
C010,R_OTB_014,0,0
C010,R_MUE_153,0,0
C010,R_SMI_102,0,0
C010,R_MGH_389,0,0
C010,R_LOW_206,0,0
C010,R_MEB_248,0,0
C010,R_PDL_C038,0,0
C010,R_PDL_C401,0,0
C010,R_LOW_113,0,0
C011,R_KNE_210,1,5
C011,R_KNE_220,1,5
C011,R_GUG_220,1,5
C011,R_SMI_120,1,5
C011,R_SAV_260,0,0
C011,R_AND_205,0,0
C011,R_OTB_014,0,0
C011,R_MUE_153,0,0
C011,R_SMI_102,0,0
C011,R_MGH_389,0,0
C011,R_LOW_206,0,0
C011,R_MEB_248,0,0
C011,R_PDL_C038,0,0
C011,R_PDL_C401,0,0
C011,R_LOW_113,0,0
C012,R_KNE_210,1,5
C012,R_KNE_220,1,5
C012,R_GUG_220,1,5
C012,R_SMI_120,1,5
C012,R_SAV_260,0,0
C012,R_AND_205,0,0
C012,R_OTB_014,0,0
C012,R_MUE_153,0,0
C012,R_SMI_102,0,0
C012,R_MGH_389,0,0
C012,R_LOW_206,0,0
C012,R_MEB_248,0,0
C012,R_PDL_C038,0,0
C012,R_PDL_C401,0,0
C012,R_LOW_113,0,0
C013,R_KNE_210,1,5
C013,R_KNE_220,1,5
C013,R_GUG_220,1,5
C013,R_SMI_120,1,5
C013,R_SAV_260,0,0
C013,R_AND_205,0,0
C013,R_OTB_014,0,0
C013,R_MUE_153,0,0
C013,R_SMI_102,0,0
C013,R_MGH_389,0,0
C013,R_LOW_206,0,0
C013,R_MEB_248,0,0
C013,R_PDL_C038,0,0
C013,R_PDL_C401,0,0
C013,R_LOW_113,0,0
C014,R_KNE_210,1,5
C014,R_KNE_220,1,5
C014,R_GUG_220,1,5
C014,R_SMI_120,1,5
C014,R_SAV_260,0,0
C014,R_AND_205,0,0
C014,R_OTB_014,0,0
C014,R_MUE_153,0,0
C014,R_SMI_102,0,0
C014,R_MGH_389,0,0
C014,R_LOW_206,0,0
C014,R_MEB_248,0,0
C014,R_PDL_C038,0,0
C014,R_PDL_C401,0,0
C014,R_LOW_113,0,0
C015,R_KNE_210,1,5
C015,R_KNE_220,1,5
C015,R_GUG_220,1,5
C015,R_SMI_120,1,5
C015,R_SAV_260,0,0
C015,R_AND_205,0,0
C015,R_OTB_014,0,0
C015,R_MUE_153,0,0
C015,R_SMI_102,0,0
C015,R_MGH_389,0,0
C015,R_LOW_206,0,0
C015,R_MEB_248,0,0
C015,R_PDL_C038,0,0
C015,R_PDL_C401,0,0
C015,R_LOW_113,0,0
C016,R_KNE_210,1,5
C016,R_KNE_220,1,5
C016,R_GUG_220,1,5
C016,R_SMI_120,1,5
C016,R_SAV_260,0,0
C016,R_AND_205,0,0
C016,R_OTB_014,0,0
C016,R_MUE_153,0,0
C016,R_SMI_102,0,0
C016,R_MGH_389,0,0
C016,R_LOW_206,0,0
C016,R_MEB_248,0,0
C016,R_PDL_C038,0,0
C016,R_PDL_C401,0,0
C016,R_LOW_113,0,0
C017,R_KNE_210,1,5
C017,R_KNE_220,1,5
C017,R_GUG_220,1,5
C017,R_SMI_120,1,5
C017,R_SAV_260,0,0
C017,R_AND_205,0,0
C017,R_OTB_014,0,0
C017,R_MUE_153,0,0
C017,R_SMI_102,0,0
C017,R_MGH_389,0,0
C017,R_LOW_206,0,0
C017,R_MEB_248,0,0
C017,R_PDL_C038,0,0
C017,R_PDL_C401,0,0
C017,R_LOW_113,0,0
C018,R_KNE_210,1,5
C018,R_KNE_220,1,5
C018,R_GUG_220,1,5
C018,R_SMI_120,1,5
C018,R_SAV_260,0,0
C018,R_AND_205,0,0
C018,R_OTB_014,0,0
C018,R_MUE_153,0,0
C018,R_SMI_102,0,0
C018,R_MGH_389,0,0
C018,R_LOW_206,0,0
C018,R_MEB_248,0,0
C018,R_PDL_C038,0,0
C018,R_PDL_C401,0,0
C018,R_LOW_113,0,0
C019,R_KNE_210,1,5
C019,R_KNE_220,1,5
C019,R_GUG_220,1,5
C019,R_SMI_120,1,5
C019,R_SAV_260,0,0
C019,R_AND_205,0,0
C019,R_OTB_014,0,0
C019,R_MUE_153,0,0
C019,R_SMI_102,0,0
C019,R_MGH_389,0,0
C019,R_LOW_206,0,0
C019,R_MEB_248,0,0
C019,R_PDL_C038,0,0
C019,R_PDL_C401,0,0
C019,R_LOW_113,0,0
C020,R_KNE_210,1,5
C020,R_KNE_220,1,5
C020,R_GUG_220,1,5
C020,R_SMI_120,1,5
C020,R_SAV_260,0,0
C020,R_AND_205,0,0
C020,R_OTB_014,0,0
C020,R_MUE_153,0,0
C020,R_SMI_102,0,0
C020,R_MGH_389,0,0
C020,R_LOW_206,0,0
C020,R_MEB_248,0,0
C020,R_PDL_C038,0,0
C020,R_PDL_C401,0,0
C020,R_LOW_113,0,0
C021,R_KNE_210,1,3
C021,R_KNE_220,1,3
C021,R_GUG_220,1,3
C021,R_SMI_120,1,3
C021,R_SAV_260,1,3
C021,R_AND_205,1,4
C021,R_OTB_014,1,4
C021,R_MUE_153,1,4
C021,R_SMI_102,1,5
C021,R_MGH_389,1,5
C021,R_LOW_206,1,5
C021,R_MEB_248,1,5
C021,R_PDL_C038,0,0
C021,R_PDL_C401,0,0
C021,R_LOW_113,0,0
C022,R_KNE_210,0,0
C022,R_KNE_220,0,0
C022,R_GUG_220,0,0
C022,R_SMI_120,0,0
C022,R_SAV_260,0,0
C022,R_AND_205,0,0
C022,R_OTB_014,0,0
C022,R_MUE_153,0,0
C022,R_SMI_102,0,0
C022,R_MGH_389,0,0
C022,R_LOW_206,0,0
C022,R_MEB_248,0,0
C022,R_PDL_C038,0,0
C022,R_PDL_C401,0,0
C022,R_LOW_113,0,0
C023,R_KNE_210,1,5
C023,R_KNE_220,1,5
C023,R_GUG_220,1,5
C023,R_SMI_120,1,5
C023,R_SAV_260,0,0
C023,R_AND_205,0,0
C023,R_OTB_014,0,0
C023,R_MUE_153,0,0
C023,R_SMI_102,0,0
C023,R_MGH_389,0,0
C023,R_LOW_206,0,0
C023,R_MEB_248,0,0
C023,R_PDL_C038,0,0
C023,R_PDL_C401,0,0
C023,R_LOW_113,0,0
C024,R_KNE_210,1,5
C024,R_KNE_220,1,5
C024,R_GUG_220,1,5
C024,R_SMI_120,1,5
C024,R_SAV_260,0,0
C024,R_AND_205,0,0
C024,R_OTB_014,0,0
C024,R_MUE_153,0,0
C024,R_SMI_102,0,0
C024,R_MGH_389,0,0
C024,R_LOW_206,0,0
C024,R_MEB_248,0,0
C024,R_PDL_C038,0,0
C024,R_PDL_C401,0,0
C024,R_LOW_113,0,0
C025,R_KNE_210,1,3
C025,R_KNE_220,1,3
C025,R_GUG_220,1,3
C025,R_SMI_120,1,3
C025,R_SAV_260,1,4
C025,R_AND_205,1,4
C025,R_OTB_014,1,4
C025,R_MUE_153,1,5
C025,R_SMI_102,1,5
C025,R_MGH_389,1,5
C025,R_LOW_206,1,5
C025,R_MEB_248,0,0
C025,R_PDL_C038,0,0
C025,R_PDL_C401,0,0
C025,R_LOW_113,0,0
C026,R_KNE_210,0,0
C026,R_KNE_220,0,0
C026,R_GUG_220,0,0
C026,R_SMI_120,0,0
C026,R_SAV_260,0,0
C026,R_AND_205,0,0
C026,R_OTB_014,0,0
C026,R_MUE_153,0,0
C026,R_SMI_102,0,0
C026,R_MGH_389,0,0
C026,R_LOW_206,0,0
C026,R_MEB_248,0,0
C026,R_PDL_C038,0,0
C026,R_PDL_C401,0,0
C026,R_LOW_113,0,0
C027,R_KNE_210,0,0
C027,R_KNE_220,0,0
C027,R_GUG_220,0,0
C027,R_SMI_120,0,0
C027,R_SAV_260,0,0
C027,R_AND_205,0,0
C027,R_OTB_014,0,0
C027,R_MUE_153,0,0
C027,R_SMI_102,0,0
C027,R_MGH_389,0,0
C027,R_LOW_206,0,0
C027,R_MEB_248,0,0
C027,R_PDL_C038,0,0
C027,R_PDL_C401,0,0
C027,R_LOW_113,0,0
C028,R_KNE_210,1,3
C028,R_KNE_220,1,3
C028,R_GUG_220,1,3
C028,R_SMI_120,1,3
C028,R_SAV_260,1,4
C028,R_AND_205,1,4
C028,R_OTB_014,1,4
C028,R_MUE_153,1,5
C028,R_SMI_102,1,5
C028,R_MGH_389,1,5
C028,R_LOW_206,1,5
C028,R_MEB_248,0,0
C028,R_PDL_C038,0,0
C028,R_PDL_C401,0,0
C028,R_LOW_113,0,0
C029,R_KNE_210,0,0
C029,R_KNE_220,0,0
C029,R_GUG_220,0,0
C029,R_SMI_120,0,0
C029,R_SAV_260,0,0
C029,R_AND_205,0,0
C029,R_OTB_014,0,0
C029,R_MUE_153,0,0
C029,R_SMI_102,0,0
C029,R_MGH_389,0,0
C029,R_LOW_206,0,0
C029,R_MEB_248,0,0
C029,R_PDL_C038,0,0
C029,R_PDL_C401,0,0
C029,R_LOW_113,0,0
C030,R_KNE_210,1,3
C030,R_KNE_220,1,3
C030,R_GUG_220,1,3
C030,R_SMI_120,1,3
C030,R_SAV_260,1,4
C030,R_AND_205,1,4
C030,R_OTB_014,1,4
C030,R_MUE_153,1,5
C030,R_SMI_102,1,5
C030,R_MGH_389,1,5
C030,R_LOW_206,1,5
C030,R_MEB_248,0,0
C030,R_PDL_C038,0,0
C030,R_PDL_C401,0,0
C030,R_LOW_113,0,0
C031,R_KNE_210,1,3
C031,R_KNE_220,1,3
C031,R_GUG_220,1,3
C031,R_SMI_120,1,3
C031,R_SAV_260,1,4
C031,R_AND_205,1,4
C031,R_OTB_014,1,5
C031,R_MUE_153,1,5
C031,R_SMI_102,1,5
C031,R_MGH_389,0,0
C031,R_LOW_206,0,0
C031,R_MEB_248,0,0
C031,R_PDL_C038,0,0
C031,R_PDL_C401,0,0
C031,R_LOW_113,0,0
C032,R_KNE_210,1,3
C032,R_KNE_220,1,3
C032,R_GUG_220,1,3
C032,R_SMI_120,1,3
C032,R_SAV_260,1,4
C032,R_AND_205,1,4
C032,R_OTB_014,1,5
C032,R_MUE_153,1,5
C032,R_SMI_102,1,5
C032,R_MGH_389,1,5
C032,R_LOW_206,0,0
C032,R_MEB_248,0,0
C032,R_PDL_C038,0,0
C032,R_PDL_C401,0,0
C032,R_LOW_113,0,0
C033,R_KNE_210,1,3
C033,R_KNE_220,1,3
C033,R_GUG_220,1,3
C033,R_SMI_120,1,3
C033,R_SAV_260,1,4
C033,R_AND_205,1,4
C033,R_OTB_014,1,5
C033,R_MUE_153,1,5
C033,R_SMI_102,1,5
C033,R_MGH_389,0,0
C033,R_LOW_206,0,0
C033,R_MEB_248,0,0
C033,R_PDL_C038,0,0
C033,R_PDL_C401,0,0
C033,R_LOW_113,0,0
C034,R_KNE_210,1,3
C034,R_KNE_220,1,3
C034,R_GUG_220,1,3
C034,R_SMI_120,1,3
C034,R_SAV_260,1,3
C034,R_AND_205,1,4
C034,R_OTB_014,1,4
C034,R_MUE_153,1,4
C034,R_SMI_102,1,5
C034,R_MGH_389,1,5
C034,R_LOW_206,1,5
C034,R_MEB_248,1,5
C034,R_PDL_C038,0,0
C034,R_PDL_C401,0,0
C034,R_LOW_113,0,0
C035,R_KNE_210,1,3
C035,R_KNE_220,1,3
C035,R_GUG_220,1,3
C035,R_SMI_120,1,3
C035,R_SAV_260,1,3
C035,R_AND_205,1,3
C035,R_OTB_014,1,4
C035,R_MUE_153,1,4
C035,R_SMI_102,1,4
C035,R_MGH_389,1,4
C035,R_LOW_206,1,5
C035,R_MEB_248,1,5
C035,R_PDL_C038,1,5
C035,R_PDL_C401,1,5
C035,R_LOW_113,0,0
C036,R_KNE_210,1,3
C036,R_KNE_220,1,3
C036,R_GUG_220,1,3
C036,R_SMI_120,1,3
C036,R_SAV_260,1,4
C036,R_AND_205,1,4
C036,R_OTB_014,1,5
C036,R_MUE_153,1,5
C036,R_SMI_102,1,5
C036,R_MGH_389,0,0
C036,R_LOW_206,0,0
C036,R_MEB_248,0,0
C036,R_PDL_C038,0,0
C036,R_PDL_C401,0,0
C036,R_LOW_113,0,0
C037,R_KNE_210,1,4
C037,R_KNE_220,1,4
C037,R_GUG_220,1,4
C037,R_SMI_120,1,4
C037,R_SAV_260,1,5
C037,R_AND_205,0,0
C037,R_OTB_014,0,0
C037,R_MUE_153,0,0
C037,R_SMI_102,0,0
C037,R_MGH_389,0,0
C037,R_LOW_206,0,0
C037,R_MEB_248,0,0
C037,R_PDL_C038,0,0
C037,R_PDL_C401,0,0
C037,R_LOW_113,0,0
C038,R_KNE_210,1,3
C038,R_KNE_220,1,3
C038,R_GUG_220,1,3
C038,R_SMI_120,1,3
C038,R_SAV_260,1,3
C038,R_AND_205,1,3
C038,R_OTB_014,1,4
C038,R_MUE_153,1,4
C038,R_SMI_102,1,4
C038,R_MGH_389,1,4
C038,R_LOW_206,1,5
C038,R_MEB_248,1,5
C038,R_PDL_C038,1,5
C038,R_PDL_C401,1,5
C038,R_LOW_113,1,5
C039,R_KNE_210,1,3
C039,R_KNE_220,1,3
C039,R_GUG_220,1,3
C039,R_SMI_120,1,3
C039,R_SAV_260,1,4
C039,R_AND_205,1,4
C039,R_OTB_014,1,5
C039,R_MUE_153,0,0
C039,R_SMI_102,0,0
C039,R_MGH_389,0,0
C039,R_LOW_206,0,0
C039,R_MEB_248,0,0
C039,R_PDL_C038,0,0
C039,R_PDL_C401,0,0
C039,R_LOW_113,0,0
C040,R_KNE_210,1,4
C040,R_KNE_220,1,4
C040,R_GUG_220,1,4
C040,R_SMI_120,1,4
C040,R_SAV_260,1,5
C040,R_AND_205,1,5
C040,R_OTB_014,0,0
C040,R_MUE_153,0,0
C040,R_SMI_102,0,0
C040,R_MGH_389,0,0
C040,R_LOW_206,0,0
C040,R_MEB_248,0,0
C040,R_PDL_C038,0,0
C040,R_PDL_C401,0,0
C040,R_LOW_113,0,0
C041,R_KNE_210,1,3
C041,R_KNE_220,1,3
C041,R_GUG_220,1,3
C041,R_SMI_120,1,3
C041,R_SAV_260,1,4
C041,R_AND_205,1,4
C041,R_OTB_014,1,4
C041,R_MUE_153,1,5
C041,R_SMI_102,1,5
C041,R_MGH_389,1,5
C041,R_LOW_206,1,5
C041,R_MEB_248,0,0
C041,R_PDL_C038,0,0
C041,R_PDL_C401,0,0
C041,R_LOW_113,0,0
C042,R_KNE_210,1,3
C042,R_KNE_220,1,3
C042,R_GUG_220,1,3
C042,R_SMI_120,1,3
C042,R_SAV_260,1,4
C042,R_AND_205,1,4
C042,R_OTB_014,1,4
C042,R_MUE_153,1,5
C042,R_SMI_102,1,5
C042,R_MGH_389,1,5
C042,R_LOW_206,1,5
C042,R_MEB_248,0,0
C042,R_PDL_C038,0,0
C042,R_PDL_C401,0,0
C042,R_LOW_113,0,0
C043,R_KNE_210,1,3
C043,R_KNE_220,1,3
C043,R_GUG_220,1,3
C043,R_SMI_120,1,3
C043,R_SAV_260,1,4
C043,R_AND_205,1,4
C043,R_OTB_014,1,5
C043,R_MUE_153,1,5
C043,R_SMI_102,0,0
C043,R_MGH_389,0,0
C043,R_LOW_206,0,0
C043,R_MEB_248,0,0
C043,R_PDL_C038,0,0
C043,R_PDL_C401,0,0
C043,R_LOW_113,0,0
C044,R_KNE_210,1,3
C044,R_KNE_220,1,3
C044,R_GUG_220,1,3
C044,R_SMI_120,1,3
C044,R_SAV_260,1,4
C044,R_AND_205,1,4
C044,R_OTB_014,1,4
C044,R_MUE_153,1,5
C044,R_SMI_102,1,5
C044,R_MGH_389,1,5
C044,R_LOW_206,1,5
C044,R_MEB_248,0,0
C044,R_PDL_C038,0,0
C044,R_PDL_C401,0,0
C044,R_LOW_113,0,0
C045,R_KNE_210,1,3
C045,R_KNE_220,1,3
C045,R_GUG_220,1,3
C045,R_SMI_120,1,3
C045,R_SAV_260,1,4
C045,R_AND_205,1,4
C045,R_OTB_014,1,5
C045,R_MUE_153,1,5
C045,R_SMI_102,1,5
C045,R_MGH_389,0,0
C045,R_LOW_206,0,0
C045,R_MEB_248,0,0
C045,R_PDL_C038,0,0
C045,R_PDL_C401,0,0
C045,R_LOW_113,0,0
C046,R_KNE_210,1,3
C046,R_KNE_220,1,3
C046,R_GUG_220,1,3
C046,R_SMI_120,1,3
C046,R_SAV_260,1,3
C046,R_AND_205,1,4
C046,R_OTB_014,1,4
C046,R_MUE_153,1,4
C046,R_SMI_102,1,5
C046,R_MGH_389,1,5
C046,R_LOW_206,1,5
C046,R_MEB_248,1,5
C046,R_PDL_C038,0,0
C046,R_PDL_C401,0,0
C046,R_LOW_113,0,0
C047,R_KNE_210,1,3
C047,R_KNE_220,1,3
C047,R_GUG_220,1,3
C047,R_SMI_120,1,3
C047,R_SAV_260,1,3
C047,R_AND_205,1,4
C047,R_OTB_014,1,4
C047,R_MUE_153,1,4
C047,R_SMI_102,1,4
C047,R_MGH_389,1,5
C047,R_LOW_206,1,5
C047,R_MEB_248,1,5
C047,R_PDL_C038,1,5
C047,R_PDL_C401,0,0
C047,R_LOW_113,0,0
C048,R_KNE_210,1,3
C048,R_KNE_220,1,3
C048,R_GUG_220,1,3
C048,R_SMI_120,1,3
C048,R_SAV_260,1,3
C048,R_AND_205,1,3
C048,R_OTB_014,1,4
C048,R_MUE_153,1,4
C048,R_SMI_102,1,4
C048,R_MGH_389,1,4
C048,R_LOW_206,1,5
C048,R_MEB_248,1,5
C048,R_PDL_C038,1,5
C048,R_PDL_C401,1,5
C048,R_LOW_113,0,0
C049,R_KNE_210,1,3
C049,R_KNE_220,1,3
C049,R_GUG_220,1,3
C049,R_SMI_120,1,3
C049,R_SAV_260,1,3
C049,R_AND_205,1,3
C049,R_OTB_014,1,4
C049,R_MUE_153,1,4
C049,R_SMI_102,1,4
C049,R_MGH_389,1,4
C049,R_LOW_206,1,5
C049,R_MEB_248,1,5
C049,R_PDL_C038,1,5
C049,R_PDL_C401,1,5
C049,R_LOW_113,1,5
C050,R_KNE_210,1,3
C050,R_KNE_220,1,3
C050,R_GUG_220,1,3
C050,R_SMI_120,1,3
C050,R_SAV_260,1,3
C050,R_AND_205,1,3
C050,R_OTB_014,1,4
C050,R_MUE_153,1,4
C050,R_SMI_102,1,4
C050,R_MGH_389,1,4
C050,R_LOW_206,1,5
C050,R_MEB_248,1,5
C050,R_PDL_C038,1,5
C050,R_PDL_C401,1,5
C050,R_LOW_113,1,5
C051,R_KNE_210,1,3
C051,R_KNE_220,1,3
C051,R_GUG_220,1,3
C051,R_SMI_120,1,3
C051,R_SAV_260,1,3
C051,R_AND_205,1,3
C051,R_OTB_014,1,4
C051,R_MUE_153,1,4
C051,R_SMI_102,1,4
C051,R_MGH_389,1,4
C051,R_LOW_206,1,5
C051,R_MEB_248,1,5
C051,R_PDL_C038,1,5
C051,R_PDL_C401,1,5
C051,R_LOW_113,1,5
C052,R_KNE_210,1,3
C052,R_KNE_220,1,3
C052,R_GUG_220,1,3
C052,R_SMI_120,1,3
C052,R_SAV_260,1,3
C052,R_AND_205,1,3
C052,R_OTB_014,1,4
C052,R_MUE_153,1,4
C052,R_SMI_102,1,4
C052,R_MGH_389,1,4
C052,R_LOW_206,1,5
C052,R_MEB_248,1,5
C052,R_PDL_C038,1,5
C052,R_PDL_C401,1,5
C052,R_LOW_113,0,0
C053,R_KNE_210,1,3
C053,R_KNE_220,1,3
C053,R_GUG_220,1,3
C053,R_SMI_120,1,3
C053,R_SAV_260,1,3
C053,R_AND_205,1,4
C053,R_OTB_014,1,4
C053,R_MUE_153,1,4
C053,R_SMI_102,1,4
C053,R_MGH_389,1,5
C053,R_LOW_206,1,5
C053,R_MEB_248,1,5
C053,R_PDL_C038,1,5
C053,R_PDL_C401,0,0
C053,R_LOW_113,0,0
C054,R_KNE_210,1,3
C054,R_KNE_220,1,3
C054,R_GUG_220,1,3
C054,R_SMI_120,1,3
C054,R_SAV_260,1,3
C054,R_AND_205,1,3
C054,R_OTB_014,1,4
C054,R_MUE_153,1,4
C054,R_SMI_102,1,4
C054,R_MGH_389,1,4
C054,R_LOW_206,1,5
C054,R_MEB_248,1,5
C054,R_PDL_C038,1,5
C054,R_PDL_C401,1,5
C054,R_LOW_113,0,0
C055,R_KNE_210,1,3
C055,R_KNE_220,1,3
C055,R_GUG_220,1,3
C055,R_SMI_120,1,3
C055,R_SAV_260,1,3
C055,R_AND_205,1,3
C055,R_OTB_014,1,4
C055,R_MUE_153,1,4
C055,R_SMI_102,1,4
C055,R_MGH_389,1,4
C055,R_LOW_206,1,5
C055,R_MEB_248,1,5
C055,R_PDL_C038,1,5
C055,R_PDL_C401,1,5
C055,R_LOW_113,1,5
C056,R_KNE_210,1,3
C056,R_KNE_220,1,3
C056,R_GUG_220,1,3
C056,R_SMI_120,1,3
C056,R_SAV_260,1,4
C056,R_AND_205,1,4
C056,R_OTB_014,1,5
C056,R_MUE_153,1,5
C056,R_SMI_102,1,5
C056,R_MGH_389,1,5
C056,R_LOW_206,0,0
C056,R_MEB_248,0,0
C056,R_PDL_C038,0,0
C056,R_PDL_C401,0,0
C056,R_LOW_113,0,0
C057,R_KNE_210,1,3
C057,R_KNE_220,1,3
C057,R_GUG_220,1,3
C057,R_SMI_120,1,3
C057,R_SAV_260,1,3
C057,R_AND_205,1,3
C057,R_OTB_014,1,4
C057,R_MUE_153,1,4
C057,R_SMI_102,1,4
C057,R_MGH_389,1,4
C057,R_LOW_206,1,5
C057,R_MEB_248,1,5
C057,R_PDL_C038,1,5
C057,R_PDL_C401,1,5
C057,R_LOW_113,0,0
C058,R_KNE_210,1,3
C058,R_KNE_220,1,3
C058,R_GUG_220,1,3
C058,R_SMI_120,1,3
C058,R_SAV_260,1,3
C058,R_AND_205,1,3
C058,R_OTB_014,1,4
C058,R_MUE_153,1,4
C058,R_SMI_102,1,4
C058,R_MGH_389,1,4
C058,R_LOW_206,1,5
C058,R_MEB_248,1,5
C058,R_PDL_C038,1,5
C058,R_PDL_C401,1,5
C058,R_LOW_113,0,0
C059,R_KNE_210,1,3
C059,R_KNE_220,1,3
C059,R_GUG_220,1,3
C059,R_SMI_120,1,3
C059,R_SAV_260,1,3
C059,R_AND_205,1,4
C059,R_OTB_014,1,4
C059,R_MUE_153,1,4
C059,R_SMI_102,1,5
C059,R_MGH_389,1,5
C059,R_LOW_206,1,5
C059,R_MEB_248,1,5
C059,R_PDL_C038,0,0
C059,R_PDL_C401,0,0
C059,R_LOW_113,0,0
